Even,Ten,Odd,Negative,Correct,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_4.thisRepN,trials_4.thisTrialN,trials_4.thisN,trials_4.thisIndex,trials_5.thisRepN,trials_5.thisTrialN,trials_5.thisN,trials_5.thisIndex,trials_6.thisRepN,trials_6.thisTrialN,trials_6.thisN,trials_6.thisIndex,trials_7.thisRepN,trials_7.thisTrialN,trials_7.thisN,trials_7.thisIndex,trials_8.thisRepN,trials_8.thisTrialN,trials_8.thisN,trials_8.thisIndex,trials_9.thisRepN,trials_9.thisTrialN,trials_9.thisN,trials_9.thisIndex,trials_10.thisRepN,trials_10.thisTrialN,trials_10.thisN,trials_10.thisIndex,trials_11.thisRepN,trials_11.thisTrialN,trials_11.thisN,trials_11.thisIndex,trials_12.thisRepN,trials_12.thisTrialN,trials_12.thisN,trials_12.thisIndex,trials_13.thisRepN,trials_13.thisTrialN,trials_13.thisN,trials_13.thisIndex,trials_14.thisRepN,trials_14.thisTrialN,trials_14.thisN,trials_14.thisIndex,trials_15.thisRepN,trials_15.thisTrialN,trials_15.thisN,trials_15.thisIndex,trials_16.thisRepN,trials_16.thisTrialN,trials_16.thisN,trials_16.thisIndex,thisRow.t,notes,starttrain.started,key_resp.started,text.started,starttrain.stopped,key_resp.keys,key_resp.rt,key_resp.duration,Even_Train.started,text_2.started,Even_Train.stopped,text_2.stopped,starttest.started,text_4.started,key_resp_2.started,starttest.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,Even_Test.started,text_5.started,key_resp_3.started,Even_Test.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.duration,Ten_Train.started,text_7.started,text_7.stopped,Ten_Train.stopped,Ten_Test.started,text_8.started,key_resp_4.started,Ten_Test.stopped,key_resp_4.keys,key_resp_4.rt,key_resp_4.duration,Odd_Train.started,text_3.started,Odd_Train.stopped,Odd_Test.started,text_9.started,key_resp_6.started,Odd_Test.stopped,key_resp_6.keys,key_resp_6.rt,key_resp_6.duration,Negative_Train.started,text_10.started,Negative_Train.stopped,text_10.stopped,Negative_Test.started,text_11.started,key_resp_7.started,Negative_Test.stopped,key_resp_7.keys,key_resp_7.rt,key_resp_7.duration,Even2.started,text_12.started,Even2.stopped,text_12.stopped,even2test.started,text_13.started,key_resp_8.started,even2test.stopped,key_resp_8.keys,key_resp_8.rt,key_resp_8.duration,ten2.started,text_14.started,ten2.stopped,text_14.stopped,ten2test.started,text_15.started,key_resp_9.started,ten2test.stopped,key_resp_9.keys,key_resp_9.rt,key_resp_9.duration,odd2.started,text_16.started,odd2.stopped,text_16.stopped,odd2test.started,text_17.started,key_resp_10.started,odd2test.stopped,key_resp_10.keys,key_resp_10.rt,key_resp_10.duration,neg2.started,text_18.started,neg2.stopped,text_18.stopped,neg2test.started,text_19.started,key_resp_11.started,neg2test.stopped,key_resp_11.keys,key_resp_11.rt,key_resp_11.duration,participant,session,date,expName,psychopyVersion,frameRate,expStart,
136,220,55,-59,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94.09656395902857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94.0932622088585,94.09656395902857,96.08021124987863,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,390989,001,2023-11-13_15h32.48.892,main,2023.2.3,None,2023-11-13 15h33.01.438496 -0500,
32,20,7,-44,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.09350191685371,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.08064458402805,96.09350191685371,98.07984887482598,98.09371695900336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,390989,001,2023-11-13_15h32.48.892,main,2023.2.3,None,2023-11-13 15h33.01.438496 -0500,
2,40,95,-39,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.09371695900336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.08016137499362,98.09371695900336,100.07723716692999,100.08077629189938,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,390989,001,2023-11-13_15h32.48.892,main,2023.2.3,None,2023-11-13 15h33.01.438496 -0500,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0773109588772,100.08077629189938,100.08077629189938,101.08128049992956,space,0.9967025008518249,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,390989,001,2023-11-13_15h32.48.892,main,2023.2.3,None,2023-11-13 15h33.01.438496 -0500,
"112, 216, 128","800, 900, 550","253, 173, 257","-65, -51, -27",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.10165258380584,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.09103033388965,101.10165258380584,101.10165258380584,102.62643887498416,right,1.5122882497962564,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,390989,001,2023-11-13_15h32.48.892,main,2023.2.3,None,2023-11-13 15h33.01.438496 -0500,
"91, 299, 31","282, 401, 66","134, 72, 188","136, 169, 0",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102.63111037481576,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102.62683645891957,102.63111037481576,102.63111037481576,103.62731095892377,left,0.9855762079823762,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,390989,001,2023-11-13_15h32.48.892,main,2023.2.3,None,2023-11-13 15h33.01.438496 -0500,
"10, 70, 56","20, 200, 160","97, 93, 3","-174, -9, -92",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103.63917741691694,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103.62805258389562,103.63917741691694,103.63917741691694,105.04808866698295,right,1.3984160420950502,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,390989,001,2023-11-13_15h32.48.892,main,2023.2.3,None,2023-11-13 15h33.01.438496 -0500,
"122, 40, 18","270, 290, 60","465, 323, 97","-84, -100, -244",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105.06017987499945,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105.04851962486282,105.06017987499945,105.06017987499945,105.98004845902324,right,0.907135791843757,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,390989,001,2023-11-13_15h32.48.892,main,2023.2.3,None,2023-11-13 15h33.01.438496 -0500,
"41, 187, 53","272,295,67","6, 168, 34","64, 21, 165",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105.99357974994928,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105.98154208390042,105.99357974994928,105.99357974994928,107.06064366688952,left,1.0643760419916362,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,390989,001,2023-11-13_15h32.48.892,main,2023.2.3,None,2023-11-13 15h33.01.438496 -0500,
"313, 9, 33","21, 204, 155","2, 142, 48","264, 198, 211",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,5,5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107.071809459012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107.06136204185896,107.071809459012,107.071809459012,108.01387887494639,left,0.9413743750192225,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,390989,001,2023-11-13_15h32.48.892,main,2023.2.3,None,2023-11-13 15h33.01.438496 -0500,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108.01483641681261,108.02701149997301,108.02701149997301,109.06367774982937,space,1.0238146670162678,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,390989,001,2023-11-13_15h32.48.892,main,2023.2.3,None,2023-11-13 15h33.01.438496 -0500,
98,170,77,-100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109.08088512485847,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109.0709923338145,109.08088512485847,111.07633574982174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,390989,001,2023-11-13_15h32.48.892,main,2023.2.3,None,2023-11-13 15h33.01.438496 -0500,
8,640,3,-62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111.07977495901287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111.07651983387768,111.07977495901287,113.06351749994792,113.07693929201923,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,390989,001,2023-11-13_15h32.48.892,main,2023.2.3,None,2023-11-13 15h33.01.438496 -0500,
6,20,21,-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113.07693929201923,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113.06393720884807,113.07693929201923,115.06046862481162,115.06833499995992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,390989,001,2023-11-13_15h32.48.892,main,2023.2.3,None,2023-11-13 15h33.01.438496 -0500,
4,80,33,-4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115.06833499995992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115.06089604180306,115.06833499995992,117.05118579184636,117.05961587489583,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,390989,001,2023-11-13_15h32.48.892,main,2023.2.3,None,2023-11-13 15h33.01.438496 -0500,
40,30,91,-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117.05961587489583,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117.0516081249807,117.05961587489583,119.04377054190263,119.04967783391476,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,390989,001,2023-11-13_15h32.48.892,main,2023.2.3,None,2023-11-13 15h33.01.438496 -0500,
12,260,51,-111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,5,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119.04967783391476,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119.04412229196168,119.06299554184079,121.0482213338837,121.06284749996848,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,390989,001,2023-11-13_15h32.48.892,main,2023.2.3,None,2023-11-13 15h33.01.438496 -0500,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121.04830854199827,121.06284749996848,121.06284749996848,122.47953316685744,space,1.4062324170954525,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,390989,001,2023-11-13_15h32.48.892,main,2023.2.3,None,2023-11-13 15h33.01.438496 -0500,
"189, 77, 95","66, 138, 284","154, 166, 92","261, 67, 45",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,122.51049841684289,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,122.48453675000928,122.51049841684289,122.51049841684289,123.80967833381146,left,1.2856811669189483,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,390989,001,2023-11-13_15h32.48.892,main,2023.2.3,None,2023-11-13 15h33.01.438496 -0500,
"221,63,111","22, 44, 509","162, 70, 118","219, 288, 39",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,123.81424545892514,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,123.81006629182957,123.81424545892514,123.81424545892514,124.58592741680332,left,0.7704479170497507,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,390989,001,2023-11-13_15h32.48.892,main,2023.2.3,None,2023-11-13 15h33.01.438496 -0500,
"222, 50, 90","280, 20, 170","583, 261, 513","-160, -50, -266",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,124.59279512497596,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,124.58622308401391,124.59279512497596,124.59279512497596,125.34373791702092,right,0.7408242090605199,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,390989,001,2023-11-13_15h32.48.892,main,2023.2.3,None,2023-11-13 15h33.01.438496 -0500,
"400, 76, 14","120, 270, 20","25, 87, 119","-16, -40, -27",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,125.3529917919077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125.34428945882246,125.3529917919077,125.3529917919077,126.34707499993965,right,0.9793165419250727,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,390989,001,2023-11-13_15h32.48.892,main,2023.2.3,None,2023-11-13 15h33.01.438496 -0500,
"287,53,49","71, 24, 603","86, 150, 140","248, 9, 139",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,126.36023429199122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,126.34745499980636,126.36023429199122,126.36023429199122,128.4772469168529,left,2.110463917022571,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,390989,001,2023-11-13_15h32.48.892,main,2023.2.3,None,2023-11-13 15h33.01.438496 -0500,
"42, 88, 20","180, 60, 50","463, 515, 119","-30, -61, -122",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,128.49001391697675,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,128.47798241698183,128.49001391697675,128.49001391697675,129.22724804189056,right,0.7258257090579718,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,390989,001,2023-11-13_15h32.48.892,main,2023.2.3,None,2023-11-13 15h33.01.438496 -0500,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,129.22773574991152,129.23380270903,129.23380270903,130.09396774997003,space,0.8569566670339555,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,390989,001,2023-11-13_15h32.48.892,main,2023.2.3,None,2023-11-13 15h33.01.438496 -0500,
12,260,51,-111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,2,,,,,,,,,,,,,,,,,,,,,130.1110736669507,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,130.0997733748518,130.1110736669507,132.09660799987614,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,390989,001,2023-11-13_15h32.48.892,main,2023.2.3,None,2023-11-13 15h33.01.438496 -0500,
6,20,21,-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,0,,,,,,,,,,,,,,,,,,,,,132.10977770900354,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,132.0968155839946,132.10977770900354,134.09389991685748,134.1019814168103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,390989,001,2023-11-13_15h32.48.892,main,2023.2.3,None,2023-11-13 15h33.01.438496 -0500,
4,80,33,-4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,5,,,,,,,,,,,,,,,,,,,,,134.1019814168103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,134.09432895900682,134.1019814168103,136.093667041976,136.1015901248902,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,390989,001,2023-11-13_15h32.48.892,main,2023.2.3,None,2023-11-13 15h33.01.438496 -0500,
98,170,77,-100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,3,,,,,,,,,,,,,,,,,,,,,136.1015901248902,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,136.09407049999572,136.1015901248902,138.09359429194592,138.09946904191747,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,390989,001,2023-11-13_15h32.48.892,main,2023.2.3,None,2023-11-13 15h33.01.438496 -0500,
40,30,91,-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,4,4,,,,,,,,,,,,,,,,,,,,,138.09946904191747,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,138.0938627088908,138.09946904191747,140.0954020000063,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,390989,001,2023-11-13_15h32.48.892,main,2023.2.3,None,2023-11-13 15h33.01.438496 -0500,
8,640,3,-62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,5,5,1,,,,,,,,,,,,,,,,,,,,,140.10425895894878,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,140.0957629168406,140.10425895894878,142.0936199168209,142.09692779183388,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,390989,001,2023-11-13_15h32.48.892,main,2023.2.3,None,2023-11-13 15h33.01.438496 -0500,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,142.09369966690429,142.09692779183388,142.09692779183388,145.2937327499967,space,3.188916709041223,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,390989,001,2023-11-13_15h32.48.892,main,2023.2.3,None,2023-11-13 15h33.01.438496 -0500,
"221,63,111","22, 44, 509","162, 70, 118","219, 288, 39",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,145.31190224993043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,145.29992641694844,145.31190224993043,145.31190224993043,146.5428921249695,left,1.228523917030543,None,,,,,,,,,,,,,,,,,,,,,,,390989,001,2023-11-13_15h32.48.892,main,2023.2.3,None,2023-11-13 15h33.01.438496 -0500,
"189, 77, 95","66, 138, 284","154, 166, 92","261, 67, 45",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,146.54761912487447,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,146.5432780419942,146.54761912487447,146.54761912487447,147.52915183384903,right,0.9811982919927686,None,,,,,,,,,,,,,,,,,,,,,,,390989,001,2023-11-13_15h32.48.892,main,2023.2.3,None,2023-11-13 15h33.01.438496 -0500,
"400, 76, 14","120, 270, 20","25, 87, 119","-16, -40, -27",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,3,,,,,,,,,,,,,,,,,147.54302254202776,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,147.52951370901428,147.54302254202776,147.54302254202776,148.5437435838394,right,0.9982489577960223,None,,,,,,,,,,,,,,,,,,,,,,,390989,001,2023-11-13_15h32.48.892,main,2023.2.3,None,2023-11-13 15h33.01.438496 -0500,
"222, 50, 90","280, 20, 170","583, 261, 513","-160, -50, -266",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,2,,,,,,,,,,,,,,,,,148.553835041821,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,148.5443518748507,148.553835041821,148.553835041821,149.3966362918727,right,0.832584333140403,None,,,,,,,,,,,,,,,,,,,,,,,390989,001,2023-11-13_15h32.48.892,main,2023.2.3,None,2023-11-13 15h33.01.438496 -0500,
"42, 88, 20","180, 60, 50","463, 515, 119","-30, -61, -122",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,4,5,,,,,,,,,,,,,,,,,149.41008308390155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,149.39722504187375,149.41008308390155,149.41008308390155,150.3459075000137,right,0.9243319588713348,None,,,,,,,,,,,,,,,,,,,,,,,390989,001,2023-11-13_15h32.48.892,main,2023.2.3,None,2023-11-13 15h33.01.438496 -0500,
"287,53,49","71, 24, 603","86, 150, 140","248, 9, 139",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,5,5,4,,,,,,,,,,,,,,,,,150.42837095889263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150.3466332089156,150.42837095889263,150.42837095889263,151.1770600839518,left,0.7383241259958595,None,,,,,,,,,,,,,,,,,,,,,,,390989,001,2023-11-13_15h32.48.892,main,2023.2.3,None,2023-11-13 15h33.01.438496 -0500,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,151.17753937491216,151.183526000008,151.183526000008,151.8505680838134,space,0.665348167065531,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,390989,001,2023-11-13_15h32.48.892,main,2023.2.3,None,2023-11-13 15h33.01.438496 -0500,
98,170,77,-100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,3,,,,,,,,,,,,,151.8675183749292,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,151.85781216691248,151.8675183749292,153.85946745891124,,,,,,,,,,,,,,,,,,,,390989,001,2023-11-13_15h32.48.892,main,2023.2.3,None,2023-11-13 15h33.01.438496 -0500,
8,640,3,-62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,,,,,,,,,,,,,153.86334112496115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,153.85968879191205,153.86334112496115,155.8466020419728,155.86006008391269,,,,,,,,,,,,,,,,,,,390989,001,2023-11-13_15h32.48.892,main,2023.2.3,None,2023-11-13 15h33.01.438496 -0500,
40,30,91,-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,4,,,,,,,,,,,,,155.86006008391269,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,155.84693354181945,155.86006008391269,157.84344520885497,157.85162083385512,,,,,,,,,,,,,,,,,,,390989,001,2023-11-13_15h32.48.892,main,2023.2.3,None,2023-11-13 15h33.01.438496 -0500,
6,20,21,-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,0,,,,,,,,,,,,,157.85162083385512,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,157.84384487499483,157.85162083385512,159.84665025002323,159.86005254182965,,,,,,,,,,,,,,,,,,,390989,001,2023-11-13_15h32.48.892,main,2023.2.3,None,2023-11-13 15h33.01.438496 -0500,
12,260,51,-111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,4,2,,,,,,,,,,,,,159.86005254182965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,159.84689362486824,159.86005254182965,161.84346183389425,161.85164487501606,,,,,,,,,,,,,,,,,,,390989,001,2023-11-13_15h32.48.892,main,2023.2.3,None,2023-11-13 15h33.01.438496 -0500,
