Even,Ten,Odd,Negative,Correct,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_4.thisRepN,trials_4.thisTrialN,trials_4.thisN,trials_4.thisIndex,trials_5.thisRepN,trials_5.thisTrialN,trials_5.thisN,trials_5.thisIndex,trials_6.thisRepN,trials_6.thisTrialN,trials_6.thisN,trials_6.thisIndex,trials_7.thisRepN,trials_7.thisTrialN,trials_7.thisN,trials_7.thisIndex,trials_8.thisRepN,trials_8.thisTrialN,trials_8.thisN,trials_8.thisIndex,trials_9.thisRepN,trials_9.thisTrialN,trials_9.thisN,trials_9.thisIndex,trials_10.thisRepN,trials_10.thisTrialN,trials_10.thisN,trials_10.thisIndex,trials_11.thisRepN,trials_11.thisTrialN,trials_11.thisN,trials_11.thisIndex,trials_12.thisRepN,trials_12.thisTrialN,trials_12.thisN,trials_12.thisIndex,trials_13.thisRepN,trials_13.thisTrialN,trials_13.thisN,trials_13.thisIndex,trials_14.thisRepN,trials_14.thisTrialN,trials_14.thisN,trials_14.thisIndex,trials_15.thisRepN,trials_15.thisTrialN,trials_15.thisN,trials_15.thisIndex,trials_16.thisRepN,trials_16.thisTrialN,trials_16.thisN,trials_16.thisIndex,thisRow.t,notes,starttrain.started,key_resp.started,text.started,starttrain.stopped,key_resp.keys,key_resp.rt,key_resp.duration,Even_Train.started,text_2.started,Even_Train.stopped,starttest.started,text_4.started,key_resp_2.started,starttest.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,Even_Test.started,text_5.started,key_resp_3.started,Even_Test.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.duration,Ten_Train.started,text_7.started,Ten_Train.stopped,text_7.stopped,Ten_Test.started,text_8.started,key_resp_4.started,Ten_Test.stopped,key_resp_4.keys,key_resp_4.rt,key_resp_4.duration,Odd_Train.started,text_3.started,Odd_Train.stopped,text_3.stopped,Odd_Test.started,text_9.started,key_resp_6.started,Odd_Test.stopped,key_resp_6.keys,key_resp_6.rt,key_resp_6.duration,Negative_Train.started,text_10.started,Negative_Train.stopped,text_10.stopped,Negative_Test.started,text_11.started,key_resp_7.started,Negative_Test.stopped,key_resp_7.keys,key_resp_7.rt,key_resp_7.duration,Even2.started,text_12.started,text_12.stopped,Even2.stopped,even2test.started,text_13.started,key_resp_8.started,even2test.stopped,key_resp_8.keys,key_resp_8.rt,key_resp_8.duration,ten2.started,text_14.started,text_14.stopped,ten2.stopped,ten2test.started,text_15.started,key_resp_9.started,ten2test.stopped,key_resp_9.keys,key_resp_9.rt,key_resp_9.duration,odd2.started,text_16.started,odd2.stopped,text_16.stopped,odd2test.started,text_17.started,key_resp_10.started,odd2test.stopped,key_resp_10.keys,key_resp_10.rt,key_resp_10.duration,neg2.started,text_18.started,text_18.stopped,neg2.stopped,neg2test.started,text_19.started,key_resp_11.started,neg2test.stopped,key_resp_11.keys,key_resp_11.rt,key_resp_11.duration,participant,session,date,expName,psychopyVersion,frameRate,expStart,
136,220,55,-59,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,129.45963962492533,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,129.44525962485932,129.45963962492533,131.4465860829223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,172881,001,2023-11-13_15h53.54.354,main,2023.2.3,None,2023-11-13 15h54.04.856473 -0500,
2,40,95,-39,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,131.46041454188526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,131.44709466700442,131.46041454188526,133.44617283297703,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,172881,001,2023-11-13_15h53.54.354,main,2023.2.3,None,2023-11-13 15h54.04.856473 -0500,
12,60,39,-845,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,133.46028366708197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,133.44702545786276,133.46028366708197,135.44361800001934,135.44717229204252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,172881,001,2023-11-13_15h53.54.354,main,2023.2.3,None,2023-11-13 15h54.04.856473 -0500,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,135.44371454208158,135.44717229204252,135.44717229204252,137.67721812496893,space,2.2156808748841286,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,172881,001,2023-11-13_15h53.54.354,main,2023.2.3,None,2023-11-13 15h54.04.856473 -0500,
"122, 40, 18","270, 290, 60","465, 323, 97","-84, -100, -244",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,137.69591187499464,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,137.68369937501848,137.69591187499464,137.69591187499464,139.22938799997792,right,1.5304519589990377,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,172881,001,2023-11-13_15h53.54.354,main,2023.2.3,None,2023-11-13 15h54.04.856473 -0500,
"10, 70, 56","20, 200, 160","97, 93, 3","-174, -9, -92",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,139.24293637485243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,139.22979441704229,139.24293637485243,139.24293637485243,140.27708541695029,right,1.0218516669701785,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,172881,001,2023-11-13_15h53.54.354,main,2023.2.3,None,2023-11-13 15h54.04.856473 -0500,
"313, 9, 33","21, 204, 155","2, 142, 48","264, 198, 211",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,140.28522220789455,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,140.277564750053,140.28522220789455,140.28522220789455,140.8942577498965,left,0.5980794169008732,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,172881,001,2023-11-13_15h53.54.354,main,2023.2.3,None,2023-11-13 15h54.04.856473 -0500,
"91, 299, 31","282, 401, 66","134, 72, 188","136, 169, 0",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,140.9022731250152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,140.89470499986783,140.9022731250152,140.9022731250152,141.51364991697483,left,0.5968422507867217,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,172881,001,2023-11-13_15h53.54.354,main,2023.2.3,None,2023-11-13 15h54.04.856473 -0500,
"112, 216, 128","800, 900, 550","253, 173, 257","-65, -51, -27",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,141.5261643328704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,141.51439995807596,141.5261643328704,141.5261643328704,142.13053108286113,right,0.5884622922167182,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,172881,001,2023-11-13_15h53.54.354,main,2023.2.3,None,2023-11-13 15h54.04.856473 -0500,
"41, 187, 53","272,295,67","6, 168, 34","64, 21, 165",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,5,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,142.14355204207823,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,142.13096379186027,142.14355204207823,142.14355204207823,142.73276487505063,left,0.5827090831007808,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,172881,001,2023-11-13_15h53.54.354,main,2023.2.3,None,2023-11-13 15h54.04.856473 -0500,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,142.7331000000704,142.74345749989152,142.74345749989152,143.7959330419544,space,1.042865167139098,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,172881,001,2023-11-13_15h53.54.354,main,2023.2.3,None,2023-11-13 15h54.04.856473 -0500,
40,30,91,-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,143.80988991702907,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,143.80140700004995,143.80988991702907,145.79664579196833,145.79292695806362,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,172881,001,2023-11-13_15h53.54.354,main,2023.2.3,None,2023-11-13 15h54.04.856473 -0500,
12,260,51,-111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,145.79664579196833,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,145.7931121669244,145.79664579196833,147.79356929194182,147.77984987501986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,172881,001,2023-11-13_15h53.54.354,main,2023.2.3,None,2023-11-13 15h54.04.856473 -0500,
4,80,33,-4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,147.79356929194182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,147.78074324992485,147.79356929194182,149.79355754191056,149.77984766685404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,172881,001,2023-11-13_15h53.54.354,main,2023.2.3,None,2023-11-13 15h54.04.856473 -0500,
6,20,21,-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,149.79355754191056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,149.78014866705053,149.79355754191056,151.79353104205802,151.77914462494664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,172881,001,2023-11-13_15h53.54.354,main,2023.2.3,None,2023-11-13 15h54.04.856473 -0500,
8,640,3,-62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,151.79353104205802,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,151.7795501248911,151.79353104205802,153.7863574998919,153.77731624990702,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,172881,001,2023-11-13_15h53.54.354,main,2023.2.3,None,2023-11-13 15h54.04.856473 -0500,
98,170,77,-100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,5,5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,153.7863574998919,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,153.77823987486772,153.79263449995779,155.7794726670254,155.7769703748636,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,172881,001,2023-11-13_15h53.54.354,main,2023.2.3,None,2023-11-13 15h54.04.856473 -0500,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,155.77705637505278,155.7959898330737,155.7959898330737,158.39386066701263,space,2.588362667011097,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,172881,001,2023-11-13_15h53.54.354,main,2023.2.3,None,2023-11-13 15h54.04.856473 -0500,
"42, 88, 20","180, 60, 50","463, 515, 119","-30, -61, -122",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,5,,,,,,,,,,,,,,,,,,,,,,,,,158.41415483294986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,158.40234112506732,158.41415483294986,158.41415483294986,159.25961554190144,right,0.831434499938041,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,172881,001,2023-11-13_15h53.54.354,main,2023.2.3,None,2023-11-13 15h54.04.856473 -0500,
"287,53,49","71, 24, 603","86, 150, 140","248, 9, 139",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,4,,,,,,,,,,,,,,,,,,,,,,,,,159.26425133296289,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,159.2600181249436,159.26425133296289,159.26425133296289,160.19296774989925,left,0.9270452498458326,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,172881,001,2023-11-13_15h53.54.354,main,2023.2.3,None,2023-11-13 15h54.04.856473 -0500,
"400, 76, 14","120, 270, 20","25, 87, 119","-16, -40, -27",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,3,,,,,,,,,,,,,,,,,,,,,,,,,160.19678454194218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,160.1932422919199,160.19678454194218,160.19678454194218,161.14340654201806,right,0.9388746249023825,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,172881,001,2023-11-13_15h53.54.354,main,2023.2.3,None,2023-11-13 15h54.04.856473 -0500,
"222, 50, 90","280, 20, 170","583, 261, 513","-160, -50, -266",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,2,,,,,,,,,,,,,,,,,,,,,,,,,161.1520027499646,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,161.14396716700867,161.1520027499646,161.1520027499646,163.06043529207818,right,1.9039527499116957,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,172881,001,2023-11-13_15h53.54.354,main,2023.2.3,None,2023-11-13 15h54.04.856473 -0500,
"221,63,111","22, 44, 509","162, 70, 118","219, 288, 39",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,4,0,,,,,,,,,,,,,,,,,,,,,,,,,163.07040241686627,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,163.06104958290234,163.07040241686627,163.07040241686627,163.94383791694418,left,0.871577083831653,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,172881,001,2023-11-13_15h53.54.354,main,2023.2.3,None,2023-11-13 15h54.04.856473 -0500,
"189, 77, 95","66, 138, 284","154, 166, 92","261, 67, 45",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,5,5,1,,,,,,,,,,,,,,,,,,,,,,,,,163.95326499990188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,163.94445941690356,163.95326499990188,163.95326499990188,164.8625327500049,left,0.8972136250231415,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,172881,001,2023-11-13_15h53.54.354,main,2023.2.3,None,2023-11-13 15h54.04.856473 -0500,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,164.862933000084,164.8789631249383,164.8789631249383,165.88035258301534,space,0.9952895841561258,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,172881,001,2023-11-13_15h53.54.354,main,2023.2.3,None,2023-11-13 15h54.04.856473 -0500,
98,170,77,-100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,3,,,,,,,,,,,,,,,,,,,,,165.89269537501968,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,165.8843182499986,165.89269537501968,167.879881874891,167.8762268749997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,172881,001,2023-11-13_15h53.54.354,main,2023.2.3,None,2023-11-13 15h54.04.856473 -0500,
12,260,51,-111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,2,,,,,,,,,,,,,,,,,,,,,167.879881874891,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,167.8764217500575,167.879881874891,169.88410145789385,169.87680737487972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,172881,001,2023-11-13_15h53.54.354,main,2023.2.3,None,2023-11-13 15h54.04.856473 -0500,
6,20,21,-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,0,,,,,,,,,,,,,,,,,,,,,169.88410145789385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,169.87717354204506,169.88410145789385,171.89337216690183,171.87943958304822,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,172881,001,2023-11-13_15h53.54.354,main,2023.2.3,None,2023-11-13 15h54.04.856473 -0500,
8,640,3,-62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,1,,,,,,,,,,,,,,,,,,,,,171.89337216690183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,171.8801669999957,171.89337216690183,173.8926877079066,173.880008792039,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,172881,001,2023-11-13_15h53.54.354,main,2023.2.3,None,2023-11-13 15h54.04.856473 -0500,
40,30,91,-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,4,4,,,,,,,,,,,,,,,,,,,,,173.8926877079066,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,173.8807762078941,173.8926877079066,175.88985841698013,175.87751212506555,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,172881,001,2023-11-13_15h53.54.354,main,2023.2.3,None,2023-11-13 15h54.04.856473 -0500,
4,80,33,-4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,5,5,5,,,,,,,,,,,,,,,,,,,,,175.88985841698013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,175.8783057918772,175.88985841698013,177.89328345796093,177.87840437493287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,172881,001,2023-11-13_15h53.54.354,main,2023.2.3,None,2023-11-13 15h54.04.856473 -0500,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,177.87847424997017,177.89328345796093,177.89328345796093,178.79387499997392,space,0.8934061250183731,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,172881,001,2023-11-13_15h53.54.354,main,2023.2.3,None,2023-11-13 15h54.04.856473 -0500,
"221,63,111","22, 44, 509","162, 70, 118","219, 288, 39",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,178.8130980420392,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,178.80105424998328,178.8130980420392,178.8130980420392,179.49639983288944,left,0.6770685839001089,None,,,,,,,,,,,,,,,,,,,,,,,172881,001,2023-11-13_15h53.54.354,main,2023.2.3,None,2023-11-13 15h54.04.856473 -0500,
"189, 77, 95","66, 138, 284","154, 166, 92","261, 67, 45",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,179.51002712501213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,179.49739095801488,179.51002712501213,179.51002712501213,180.07620675000362,left,0.5633325420785695,None,,,,,,,,,,,,,,,,,,,,,,,172881,001,2023-11-13_15h53.54.354,main,2023.2.3,None,2023-11-13 15h54.04.856473 -0500,
"287,53,49","71, 24, 603","86, 150, 140","248, 9, 139",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,4,,,,,,,,,,,,,,,,,180.0809693329502,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,180.0765005829744,180.0809693329502,180.0809693329502,180.77854850003496,left,0.696750917006284,None,,,,,,,,,,,,,,,,,,,,,,,172881,001,2023-11-13_15h53.54.354,main,2023.2.3,None,2023-11-13 15h54.04.856473 -0500,
"42, 88, 20","180, 60, 50","463, 515, 119","-30, -61, -122",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,5,,,,,,,,,,,,,,,,,180.79278458305635,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,180.7788446669001,180.79278458305635,180.79278458305635,181.39283841685392,right,0.5901410840451717,None,,,,,,,,,,,,,,,,,,,,,,,172881,001,2023-11-13_15h53.54.354,main,2023.2.3,None,2023-11-13 15h54.04.856473 -0500,
"400, 76, 14","120, 270, 20","25, 87, 119","-16, -40, -27",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,4,3,,,,,,,,,,,,,,,,,181.4438360000495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,181.39314424991608,181.4438360000495,181.4438360000495,181.9601795419585,right,0.512537500122562,None,,,,,,,,,,,,,,,,,,,,,,,172881,001,2023-11-13_15h53.54.354,main,2023.2.3,None,2023-11-13 15h54.04.856473 -0500,
"222, 50, 90","280, 20, 170","583, 261, 513","-160, -50, -266",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,5,5,2,,,,,,,,,,,,,,,,,181.96976300003007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,181.96080262493342,181.96976300003007,181.96976300003007,182.6465673749335,right,0.6668019171338528,None,,,,,,,,,,,,,,,,,,,,,,,172881,001,2023-11-13_15h53.54.354,main,2023.2.3,None,2023-11-13 15h54.04.856473 -0500,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,182.64739870792255,182.6601157078985,182.6601157078985,183.56027254206128,space,0.8925040839239955,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,172881,001,2023-11-13_15h53.54.354,main,2023.2.3,None,2023-11-13 15h54.04.856473 -0500,
12,260,51,-111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,2,,,,,,,,,,,,,183.5783608329948,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,183.56694612489082,183.5783608329948,185.5616279579699,,,,,,,,,,,,,,,,,,,,172881,001,2023-11-13_15h53.54.354,main,2023.2.3,None,2023-11-13 15h54.04.856473 -0500,
40,30,91,-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,4,,,,,,,,,,,,,185.57604841701686,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,185.56181316706352,185.57604841701686,187.56291933287866,,,,,,,,,,,,,,,,,,,,172881,001,2023-11-13_15h53.54.354,main,2023.2.3,None,2023-11-13 15h54.04.856473 -0500,
98,170,77,-100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,3,,,,,,,,,,,,,187.5766625420656,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,187.56361920805648,187.5766625420656,189.56248799990863,,,,,,,,,,,,,,,,,,,,172881,001,2023-11-13_15h53.54.354,main,2023.2.3,None,2023-11-13 15h54.04.856473 -0500,
8,640,3,-62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,1,,,,,,,,,,,,,189.5768021249678,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,189.5630219168961,189.5768021249678,191.56202412489802,,,,,,,,,,,,,,,,,,,,172881,001,2023-11-13_15h53.54.354,main,2023.2.3,None,2023-11-13 15h54.04.856473 -0500,
4,80,33,-4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,4,5,,,,,,,,,,,,,191.57657491695136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,191.56241062493064,191.57657491695136,193.56181258289143,,,,,,,,,,,,,,,,,,,,172881,001,2023-11-13_15h53.54.354,main,2023.2.3,None,2023-11-13 15h54.04.856473 -0500,
