Even,Ten,Odd,Negative,Correct,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_4.thisRepN,trials_4.thisTrialN,trials_4.thisN,trials_4.thisIndex,trials_5.thisRepN,trials_5.thisTrialN,trials_5.thisN,trials_5.thisIndex,trials_6.thisRepN,trials_6.thisTrialN,trials_6.thisN,trials_6.thisIndex,trials_7.thisRepN,trials_7.thisTrialN,trials_7.thisN,trials_7.thisIndex,trials_8.thisRepN,trials_8.thisTrialN,trials_8.thisN,trials_8.thisIndex,trials_9.thisRepN,trials_9.thisTrialN,trials_9.thisN,trials_9.thisIndex,trials_10.thisRepN,trials_10.thisTrialN,trials_10.thisN,trials_10.thisIndex,trials_11.thisRepN,trials_11.thisTrialN,trials_11.thisN,trials_11.thisIndex,trials_12.thisRepN,trials_12.thisTrialN,trials_12.thisN,trials_12.thisIndex,trials_13.thisRepN,trials_13.thisTrialN,trials_13.thisN,trials_13.thisIndex,trials_14.thisRepN,trials_14.thisTrialN,trials_14.thisN,trials_14.thisIndex,trials_15.thisRepN,trials_15.thisTrialN,trials_15.thisN,trials_15.thisIndex,trials_16.thisRepN,trials_16.thisTrialN,trials_16.thisN,trials_16.thisIndex,thisRow.t,notes,starttrain.started,key_resp.started,text.started,starttrain.stopped,key_resp.keys,key_resp.rt,key_resp.duration,Even_Train.started,text_2.started,Even_Train.stopped,starttest.started,text_4.started,key_resp_2.started,starttest.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,Even_Test.started,text_5.started,key_resp_3.started,Even_Test.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.duration,Ten_Train.started,text_7.started,Ten_Train.stopped,text_7.stopped,Ten_Test.started,text_8.started,key_resp_4.started,Ten_Test.stopped,key_resp_4.keys,key_resp_4.rt,key_resp_4.duration,Odd_Train.started,text_3.started,Odd_Train.stopped,Odd_Test.started,text_9.started,key_resp_6.started,Odd_Test.stopped,key_resp_6.keys,key_resp_6.rt,key_resp_6.duration,Negative_Train.started,text_10.started,Negative_Train.stopped,Negative_Test.started,text_11.started,key_resp_7.started,Negative_Test.stopped,key_resp_7.keys,key_resp_7.rt,key_resp_7.duration,Even2.started,text_12.started,text_12.stopped,Even2.stopped,even2test.started,text_13.started,key_resp_8.started,even2test.stopped,key_resp_8.keys,key_resp_8.rt,key_resp_8.duration,ten2.started,text_14.started,text_14.stopped,ten2.stopped,ten2test.started,text_15.started,key_resp_9.started,ten2test.stopped,key_resp_9.keys,key_resp_9.rt,key_resp_9.duration,odd2.started,text_16.started,odd2.stopped,text_16.stopped,odd2test.started,text_17.started,key_resp_10.started,odd2test.stopped,key_resp_10.keys,key_resp_10.rt,key_resp_10.duration,neg2.started,text_18.started,neg2.stopped,text_18.stopped,neg2test.started,text_19.started,key_resp_11.started,neg2test.stopped,key_resp_11.keys,key_resp_11.rt,key_resp_11.duration,participant,session,date,expName,psychopyVersion,frameRate,expStart,
12,60,39,-845,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,128.87218700000085,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,128.8591454580892,128.87218700000085,130.85560804093257,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,130892,001,2023-11-15_15h05.22.517,main,2023.2.3,None,2023-11-15 15h05.29.941152 -0500,
2,40,95,-39,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,130.86382837500423,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,130.85605729091913,130.86382837500423,132.8585934159346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,130892,001,2023-11-15_15h05.22.517,main,2023.2.3,None,2023-11-15 15h05.29.941152 -0500,
32,20,7,-44,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,132.87219733302481,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,132.8594332500361,132.87219733302481,134.85593854100443,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,130892,001,2023-11-15_15h05.22.517,main,2023.2.3,None,2023-11-15 15h05.29.941152 -0500,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,134.8561579999514,134.86209162510931,134.86209162510931,138.3946350410115,space,3.527142042061314,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,130892,001,2023-11-15_15h05.22.517,main,2023.2.3,None,2023-11-15 15h05.29.941152 -0500,
"10, 70, 56","20, 200, 160","97, 93, 3","-174, -9, -92",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,138.41364145791158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,138.40299824997783,138.41364145791158,138.41364145791158,139.23819204093888,right,0.8174300419632345,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,130892,001,2023-11-15_15h05.22.517,main,2023.2.3,None,2023-11-15 15h05.29.941152 -0500,
"112, 216, 128","800, 900, 550","253, 173, 257","-65, -51, -27",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,139.24306383309886,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,139.23856891598552,139.24306383309886,139.24306383309886,139.9057058331091,right,0.6592944590374827,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,130892,001,2023-11-15_15h05.22.517,main,2023.2.3,None,2023-11-15 15h05.29.941152 -0500,
"41, 187, 53","272,295,67","6, 168, 34","64, 21, 165",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,139.9164768329356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,139.90644866600633,139.9164768329356,139.9164768329356,140.74395466595888,left,0.8223599579650909,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,130892,001,2023-11-15_15h05.22.517,main,2023.2.3,None,2023-11-15 15h05.29.941152 -0500,
"122, 40, 18","270, 290, 60","465, 323, 97","-84, -100, -244",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,140.7548867079895,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,140.74433133308776,140.7548867079895,140.7548867079895,141.37227599998005,right,0.6162463338114321,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,130892,001,2023-11-15_15h05.22.517,main,2023.2.3,None,2023-11-15 15h05.29.941152 -0500,
"313, 9, 33","21, 204, 155","2, 142, 48","264, 198, 211",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,141.38072020793334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,141.37273674993776,141.38072020793334,141.38072020793334,142.17226104112342,left,0.7807908749673516,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,130892,001,2023-11-15_15h05.22.517,main,2023.2.3,None,2023-11-15 15h05.29.941152 -0500,
"91, 299, 31","282, 401, 66","134, 72, 188","136, 169, 0",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,142.18043112498708,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,142.1727190411184,142.18043112498708,142.18043112498708,142.85575304110534,left,0.662597042042762,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,130892,001,2023-11-15_15h05.22.517,main,2023.2.3,None,2023-11-15 15h05.29.941152 -0500,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,142.85622687498108,142.8627303331159,142.8627303331159,143.96071029105224,space,1.091611125972122,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,130892,001,2023-11-15_15h05.22.517,main,2023.2.3,None,2023-11-15 15h05.29.941152 -0500,
40,30,91,-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,143.97470620810054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,143.9654350411147,143.97470620810054,145.97185875009745,145.95780270802788,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,130892,001,2023-11-15_15h05.22.517,main,2023.2.3,None,2023-11-15 15h05.29.941152 -0500,
98,170,77,-100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,145.97185875009745,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,145.95804116595536,145.97185875009745,147.96358270803466,147.95556154102087,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,130892,001,2023-11-15_15h05.22.517,main,2023.2.3,None,2023-11-15 15h05.29.941152 -0500,
4,80,33,-4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,147.96358270803466,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,147.95599141600542,147.96358270803466,149.97208749991842,149.95843124995008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,130892,001,2023-11-15_15h05.22.517,main,2023.2.3,None,2023-11-15 15h05.29.941152 -0500,
6,20,21,-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,149.97208749991842,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,149.9591233751271,149.97208749991842,151.97206541593187,151.9578375830315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,130892,001,2023-11-15_15h05.22.517,main,2023.2.3,None,2023-11-15 15h05.29.941152 -0500,
8,640,3,-62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,151.97206541593187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,151.95824633305892,151.97206541593187,153.96356583293527,153.95555424992926,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,130892,001,2023-11-15_15h05.22.517,main,2023.2.3,None,2023-11-15 15h05.29.941152 -0500,
12,260,51,-111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,5,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,153.96356583293527,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,153.95595616591163,153.96356583293527,155.95922120800242,155.95553295803256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,130892,001,2023-11-15_15h05.22.517,main,2023.2.3,None,2023-11-15 15h05.29.941152 -0500,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,155.9556056659203,155.95922120800242,155.95922120800242,160.8909258749336,space,4.9195816670544446,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,130892,001,2023-11-15_15h05.22.517,main,2023.2.3,None,2023-11-15 15h05.29.941152 -0500,
"287,53,49","71, 24, 603","86, 150, 140","248, 9, 139",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,4,,,,,,,,,,,,,,,,,,,,,,,,,160.90882849995978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,160.8988304999657,160.90882849995978,160.90882849995978,164.44161420804448,left,3.5209367498755455,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,130892,001,2023-11-15_15h05.22.517,main,2023.2.3,None,2023-11-15 15h05.29.941152 -0500,
"42, 88, 20","180, 60, 50","463, 515, 119","-30, -61, -122",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,5,,,,,,,,,,,,,,,,,,,,,,,,,164.45465637510642,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,164.4426459579263,164.45465637510642,164.45465637510642,170.34194737509824,right,5.880295334151015,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,130892,001,2023-11-15_15h05.22.517,main,2023.2.3,None,2023-11-15 15h05.29.941152 -0500,
"189, 77, 95","66, 138, 284","154, 166, 92","261, 67, 45",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,170.3552102909889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,170.34321662504226,170.3552102909889,170.3552102909889,171.7919300410431,left,1.4297621250152588,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,130892,001,2023-11-15_15h05.22.517,main,2023.2.3,None,2023-11-15 15h05.29.941152 -0500,
"222, 50, 90","280, 20, 170","583, 261, 513","-160, -50, -266",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,2,,,,,,,,,,,,,,,,,,,,,,,,,171.80645383312367,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,171.7922908749897,171.80645383312367,171.80645383312367,173.80556795792654,right,1.990622416837141,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,130892,001,2023-11-15_15h05.22.517,main,2023.2.3,None,2023-11-15 15h05.29.941152 -0500,
"400, 76, 14","120, 270, 20","25, 87, 119","-16, -40, -27",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,4,3,,,,,,,,,,,,,,,,,,,,,,,,,173.8172687080223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,173.80628404091112,173.8172687080223,173.8172687080223,174.79296983312815,right,0.9727186260279268,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,130892,001,2023-11-15_15h05.22.517,main,2023.2.3,None,2023-11-15 15h05.29.941152 -0500,
"221,63,111","22, 44, 509","162, 70, 118","219, 288, 39",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,5,5,0,,,,,,,,,,,,,,,,,,,,,,,,,174.80477254092693,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.79345866595395,174.80477254092693,174.80477254092693,176.27199312509038,left,1.4569537511561066,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,130892,001,2023-11-15_15h05.22.517,main,2023.2.3,None,2023-11-15 15h05.29.941152 -0500,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,176.27232391596772,176.27710300008766,176.27710300008766,178.4586465409957,space,2.17311445903033,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,130892,001,2023-11-15_15h05.22.517,main,2023.2.3,None,2023-11-15 15h05.29.941152 -0500,
98,170,77,-100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,3,,,,,,,,,,,,,,,,,,,,,178.47518029110506,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,178.46518033300526,178.47518029110506,180.47177458298393,180.45799345802516,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,130892,001,2023-11-15_15h05.22.517,main,2023.2.3,None,2023-11-15 15h05.29.941152 -0500,
4,80,33,-4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,5,,,,,,,,,,,,,,,,,,,,,180.47177458298393,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,180.45821720804088,180.47177458298393,182.46632908307947,182.4573024159763,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,130892,001,2023-11-15_15h05.22.517,main,2023.2.3,None,2023-11-15 15h05.29.941152 -0500,
40,30,91,-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,4,,,,,,,,,,,,,,,,,,,,,182.46632908307947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,182.45798841607757,182.46632908307947,184.47195054101758,184.4581737080589,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,130892,001,2023-11-15_15h05.22.517,main,2023.2.3,None,2023-11-15 15h05.29.941152 -0500,
6,20,21,-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,0,,,,,,,,,,,,,,,,,,,,,184.47195054101758,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,184.458920000121,184.47195054101758,186.47193508292548,186.4578426659573,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,130892,001,2023-11-15_15h05.22.517,main,2023.2.3,None,2023-11-15 15h05.29.941152 -0500,
12,260,51,-111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,4,2,,,,,,,,,,,,,,,,,,,,,186.47193508292548,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,186.45825129095465,186.47193508292548,188.46385562513024,188.45562045811675,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,130892,001,2023-11-15_15h05.22.517,main,2023.2.3,None,2023-11-15 15h05.29.941152 -0500,
8,640,3,-62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,5,5,1,,,,,,,,,,,,,,,,,,,,,188.46385562513024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,188.45603091595694,188.46385562513024,190.47396308300085,190.45648987498134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,130892,001,2023-11-15_15h05.22.517,main,2023.2.3,None,2023-11-15 15h05.29.941152 -0500,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,190.4565809580963,190.47396308300085,190.47396308300085,198.3887954999227,space,7.911684958962724,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,130892,001,2023-11-15_15h05.22.517,main,2023.2.3,None,2023-11-15 15h05.29.941152 -0500,
"189, 77, 95","66, 138, 284","154, 166, 92","261, 67, 45",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,,,,,,,,,,,,,,,,,198.4050901250448,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,198.39484862494282,198.4050901250448,198.4050901250448,202.17590512498282,left,3.767430250067264,None,,,,,,,,,,,,,,,,,,,,,,,130892,001,2023-11-15_15h05.22.517,main,2023.2.3,None,2023-11-15 15h05.29.941152 -0500,
"222, 50, 90","280, 20, 170","583, 261, 513","-160, -50, -266",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,2,,,,,,,,,,,,,,,,,202.18844250007533,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,202.1769152081106,202.18844250007533,202.18844250007533,202.99234141595662,right,0.7929501249454916,None,,,,,,,,,,,,,,,,,,,,,,,130892,001,2023-11-15_15h05.22.517,main,2023.2.3,None,2023-11-15 15h05.29.941152 -0500,
"287,53,49","71, 24, 603","86, 150, 140","248, 9, 139",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,4,,,,,,,,,,,,,,,,,203.00438341591507,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,202.99307258310728,203.00438341591507,203.00438341591507,204.69061574991792,left,1.6846820840146393,None,,,,,,,,,,,,,,,,,,,,,,,130892,001,2023-11-15_15h05.22.517,main,2023.2.3,None,2023-11-15 15h05.29.941152 -0500,
"42, 88, 20","180, 60, 50","463, 515, 119","-30, -61, -122",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,5,,,,,,,,,,,,,,,,,204.70429729111493,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,204.69203791604377,204.70429729111493,204.70429729111493,205.67210970795713,right,0.9598535420373082,None,,,,,,,,,,,,,,,,,,,,,,,130892,001,2023-11-15_15h05.22.517,main,2023.2.3,None,2023-11-15 15h05.29.941152 -0500,
"400, 76, 14","120, 270, 20","25, 87, 119","-16, -40, -27",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,4,3,,,,,,,,,,,,,,,,,205.6834609999787,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,205.67283358308487,205.6834609999787,205.6834609999787,207.23889270797372,right,1.547517750179395,None,,,,,,,,,,,,,,,,,,,,,,,130892,001,2023-11-15_15h05.22.517,main,2023.2.3,None,2023-11-15 15h05.29.941152 -0500,
"221,63,111","22, 44, 509","162, 70, 118","219, 288, 39",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,5,5,0,,,,,,,,,,,,,,,,,207.2507429579273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,207.23967649997212,207.2507429579273,207.2507429579273,209.22208354109898,left,1.9700141670182347,None,,,,,,,,,,,,,,,,,,,,,,,130892,001,2023-11-15_15h05.22.517,main,2023.2.3,None,2023-11-15 15h05.29.941152 -0500,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,209.22257074993104,209.22691812505946,209.22691812505946,210.97325245803222,space,1.7359294581692666,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,130892,001,2023-11-15_15h05.22.517,main,2023.2.3,None,2023-11-15 15h05.29.941152 -0500,
98,170,77,-100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,3,,,,,,,,,,,,,210.99067762494087,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,210.980325124925,210.99067762494087,212.97681899997406,,,,,,,,,,,,,,,,,,,,130892,001,2023-11-15_15h05.22.517,main,2023.2.3,None,2023-11-15 15h05.29.941152 -0500,
4,80,33,-4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,5,,,,,,,,,,,,,213.0595650409814,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,212.97725816606544,213.0595650409814,214.97503924998455,,,,,,,,,,,,,,,,,,,,130892,001,2023-11-15_15h05.22.517,main,2023.2.3,None,2023-11-15 15h05.29.941152 -0500,
40,30,91,-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,4,,,,,,,,,,,,,214.98850720794871,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,214.97538529103622,214.98850720794871,216.97431437508203,,,,,,,,,,,,,,,,,,,,130892,001,2023-11-15_15h05.22.517,main,2023.2.3,None,2023-11-15 15h05.29.941152 -0500,
8,640,3,-62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,1,,,,,,,,,,,,,216.98839524993673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,216.97504062508233,216.98839524993673,218.97205325006507,218.9804119579494,,,,,,,,,,,,,,,,,,,130892,001,2023-11-15_15h05.22.517,main,2023.2.3,None,2023-11-15 15h05.29.941152 -0500,
6,20,21,-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,4,0,,,,,,,,,,,,,218.9804119579494,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,218.97248129104264,218.9804119579494,220.97180320811458,220.97902874997817,,,,,,,,,,,,,,,,,,,130892,001,2023-11-15_15h05.22.517,main,2023.2.3,None,2023-11-15 15h05.29.941152 -0500,
