Even,Ten,Odd,Negative,Correct,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_4.thisRepN,trials_4.thisTrialN,trials_4.thisN,trials_4.thisIndex,trials_5.thisRepN,trials_5.thisTrialN,trials_5.thisN,trials_5.thisIndex,trials_6.thisRepN,trials_6.thisTrialN,trials_6.thisN,trials_6.thisIndex,trials_7.thisRepN,trials_7.thisTrialN,trials_7.thisN,trials_7.thisIndex,trials_8.thisRepN,trials_8.thisTrialN,trials_8.thisN,trials_8.thisIndex,trials_9.thisRepN,trials_9.thisTrialN,trials_9.thisN,trials_9.thisIndex,trials_10.thisRepN,trials_10.thisTrialN,trials_10.thisN,trials_10.thisIndex,trials_11.thisRepN,trials_11.thisTrialN,trials_11.thisN,trials_11.thisIndex,trials_12.thisRepN,trials_12.thisTrialN,trials_12.thisN,trials_12.thisIndex,trials_13.thisRepN,trials_13.thisTrialN,trials_13.thisN,trials_13.thisIndex,trials_14.thisRepN,trials_14.thisTrialN,trials_14.thisN,trials_14.thisIndex,trials_15.thisRepN,trials_15.thisTrialN,trials_15.thisN,trials_15.thisIndex,trials_16.thisRepN,trials_16.thisTrialN,trials_16.thisN,trials_16.thisIndex,thisRow.t,notes,starttrain.started,key_resp.started,text.started,starttrain.stopped,key_resp.keys,key_resp.rt,key_resp.duration,Even_Train.started,text_2.started,Even_Train.stopped,text_2.stopped,starttest.started,text_4.started,key_resp_2.started,starttest.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,Even_Test.started,text_5.started,key_resp_3.started,Even_Test.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.duration,Ten_Train.started,text_7.started,text_7.stopped,Ten_Train.stopped,Ten_Test.started,text_8.started,key_resp_4.started,Ten_Test.stopped,key_resp_4.keys,key_resp_4.rt,key_resp_4.duration,Odd_Train.started,text_3.started,Odd_Train.stopped,text_3.stopped,Odd_Test.started,text_9.started,key_resp_6.started,Odd_Test.stopped,key_resp_6.keys,key_resp_6.rt,key_resp_6.duration,Negative_Train.started,text_10.started,Negative_Train.stopped,text_10.stopped,Negative_Test.started,text_11.started,key_resp_7.started,Negative_Test.stopped,key_resp_7.keys,key_resp_7.rt,key_resp_7.duration,Even2.started,text_12.started,text_12.stopped,Even2.stopped,even2test.started,text_13.started,key_resp_8.started,even2test.stopped,key_resp_8.keys,key_resp_8.rt,key_resp_8.duration,ten2.started,text_14.started,ten2.stopped,text_14.stopped,ten2test.started,text_15.started,key_resp_9.started,ten2test.stopped,key_resp_9.keys,key_resp_9.rt,key_resp_9.duration,odd2.started,text_16.started,odd2.stopped,text_16.stopped,odd2test.started,text_17.started,key_resp_10.started,odd2test.stopped,key_resp_10.keys,key_resp_10.rt,key_resp_10.duration,neg2.started,text_18.started,neg2.stopped,text_18.stopped,neg2test.started,text_19.started,key_resp_11.started,neg2test.stopped,key_resp_11.keys,key_resp_11.rt,key_resp_11.duration,participant,session,date,expName,psychopyVersion,frameRate,expStart,
2,40,95,-39,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113.77338079200126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113.75990900001489,113.77338079200126,115.75880233407952,115.77343058399856,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104533,001,2023-11-15_15h13.56.334,main,2023.2.3,None,2023-11-15 15h14.03.050594 -0500,
32,20,7,-44,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115.77343058399856,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115.7590916249901,115.77343058399856,117.75699283415452,117.76555387512781,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104533,001,2023-11-15_15h13.56.334,main,2023.2.3,None,2023-11-15 15h14.03.050594 -0500,
12,60,39,-845,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117.76555387512781,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117.75741787510924,117.76555387512781,119.75958916707896,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104533,001,2023-11-15_15h13.56.334,main,2023.2.3,None,2023-11-15 15h14.03.050594 -0500,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119.75975383399054,119.77577562513761,119.77577562513761,121.7444307920523,space,1.9641979169100523,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104533,001,2023-11-15_15h13.56.334,main,2023.2.3,None,2023-11-15 15h14.03.050594 -0500,
"91, 299, 31","282, 401, 66","134, 72, 188","136, 169, 0",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121.75574325001799,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121.74870962509885,121.75574325001799,121.75574325001799,123.14235591702163,right,1.3730600418057293,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104533,001,2023-11-15_15h13.56.334,main,2023.2.3,None,2023-11-15 15h14.03.050594 -0500,
"41, 187, 53","272,295,67","6, 168, 34","64, 21, 165",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,123.1562538750004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,123.14368625008501,123.1562538750004,123.1562538750004,128.82367654214613,left,5.653492333134636,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104533,001,2023-11-15_15h13.56.334,main,2023.2.3,None,2023-11-15 15h14.03.050594 -0500,
"313, 9, 33","21, 204, 155","2, 142, 48","264, 198, 211",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,128.83458220912144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,128.82440662500449,128.83458220912144,128.83458220912144,129.79331020917743,left,0.9459173330105841,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104533,001,2023-11-15_15h13.56.334,main,2023.2.3,None,2023-11-15 15h14.03.050594 -0500,
"10, 70, 56","20, 200, 160","97, 93, 3","-174, -9, -92",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,129.80657108407468,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,129.79451487516053,129.80657108407468,129.80657108407468,130.5934039170388,right,0.7821512501686811,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104533,001,2023-11-15_15h13.56.334,main,2023.2.3,None,2023-11-15 15h14.03.050594 -0500,
"112, 216, 128","800, 900, 550","253, 173, 257","-65, -51, -27",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,130.60663983412087,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,130.593832249986,130.60663983412087,130.60663983412087,131.37414362514392,right,0.7595418759156018,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104533,001,2023-11-15_15h13.56.334,main,2023.2.3,None,2023-11-15 15h14.03.050594 -0500,
"122, 40, 18","270, 290, 60","465, 323, 97","-84, -100, -244",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,5,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,131.3872759169899,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,131.37538737501018,131.3872759169899,131.3872759169899,132.17362966714427,right,0.7759905830025673,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104533,001,2023-11-15_15h13.56.334,main,2023.2.3,None,2023-11-15 15h14.03.050594 -0500,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,132.17411550018005,132.18058041715994,132.18058041715994,134.7445081670303,space,2.5595943748485297,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104533,001,2023-11-15_15h13.56.334,main,2023.2.3,None,2023-11-15 15h14.03.050594 -0500,
4,80,33,-4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,134.75966125004925,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,134.75092916702852,134.75966125004925,136.75660525006242,136.74257637513801,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104533,001,2023-11-15_15h13.56.334,main,2023.2.3,None,2023-11-15 15h14.03.050594 -0500,
8,640,3,-62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,136.75660525006242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,136.74300712510012,136.75660525006242,138.75680341711268,138.74364900006913,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104533,001,2023-11-15_15h13.56.334,main,2023.2.3,None,2023-11-15 15h14.03.050594 -0500,
6,20,21,-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,138.75680341711268,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,138.74438575003296,138.75680341711268,140.7509475001134,140.7407992919907,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104533,001,2023-11-15_15h13.56.334,main,2023.2.3,None,2023-11-15 15h14.03.050594 -0500,
40,30,91,-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,140.7509475001134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,140.74175500008278,140.7509475001134,142.74728341703303,142.74012729199603,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104533,001,2023-11-15_15h13.56.334,main,2023.2.3,None,2023-11-15 15h14.03.050594 -0500,
12,260,51,-111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,142.74728341703303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,142.74047441710718,142.74728341703303,144.7484047920443,144.74007125012577,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104533,001,2023-11-15_15h13.56.334,main,2023.2.3,None,2023-11-15 15h14.03.050594 -0500,
98,170,77,-100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,5,5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,144.7484047920443,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,144.7405622501392,144.7484047920443,146.74411720898934,146.7400933750905,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104533,001,2023-11-15_15h13.56.334,main,2023.2.3,None,2023-11-15 15h14.03.050594 -0500,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,146.74018075014465,146.74411720898934,146.74411720898934,153.6750392501708,space,6.92602241714485,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104533,001,2023-11-15_15h13.56.334,main,2023.2.3,None,2023-11-15 15h14.03.050594 -0500,
"287,53,49","71, 24, 603","86, 150, 140","248, 9, 139",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,4,,,,,,,,,,,,,,,,,,,,,,,,,153.68855041707866,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,153.68207487510517,153.68855041707866,153.68855041707866,157.17468745913357,left,3.4729107501916587,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104533,001,2023-11-15_15h13.56.334,main,2023.2.3,None,2023-11-15 15h14.03.050594 -0500,
"221,63,111","22, 44, 509","162, 70, 118","219, 288, 39",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,157.18822491704486,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,157.17678987514228,157.18822491704486,157.18822491704486,158.34426204208285,left,1.14658745797351,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104533,001,2023-11-15_15h13.56.334,main,2023.2.3,None,2023-11-15 15h14.03.050594 -0500,
"42, 88, 20","180, 60, 50","463, 515, 119","-30, -61, -122",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,5,,,,,,,,,,,,,,,,,,,,,,,,,158.355868041981,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,158.3448986671865,158.355868041981,158.355868041981,159.042496584123,right,0.6744489590637386,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104533,001,2023-11-15_15h13.56.334,main,2023.2.3,None,2023-11-15 15h14.03.050594 -0500,
"189, 77, 95","66, 138, 284","154, 166, 92","261, 67, 45",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,1,,,,,,,,,,,,,,,,,,,,,,,,,159.05653120903298,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,159.04296616720967,159.05653120903298,159.05653120903298,160.4735921670217,left,1.4101194171234965,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104533,001,2023-11-15_15h13.56.334,main,2023.2.3,None,2023-11-15 15h14.03.050594 -0500,
"400, 76, 14","120, 270, 20","25, 87, 119","-16, -40, -27",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,4,3,,,,,,,,,,,,,,,,,,,,,,,,,160.48500529211015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,160.47433791705407,160.48500529211015,160.48500529211015,161.47353333421052,right,0.9867836670018733,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104533,001,2023-11-15_15h13.56.334,main,2023.2.3,None,2023-11-15 15h14.03.050594 -0500,
"222, 50, 90","280, 20, 170","583, 261, 513","-160, -50, -266",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,5,5,2,,,,,,,,,,,,,,,,,,,,,,,,,161.48623529216275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,161.47426275000907,161.48623529216275,161.48623529216275,162.5234270421788,right,1.0257500840816647,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104533,001,2023-11-15_15h13.56.334,main,2023.2.3,None,2023-11-15 15h14.03.050594 -0500,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,162.52383220917545,162.52943070908077,162.52943070908077,163.6232357090339,space,1.0862964170519263,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104533,001,2023-11-15_15h13.56.334,main,2023.2.3,None,2023-11-15 15h14.03.050594 -0500,
40,30,91,-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,4,,,,,,,,,,,,,,,,,,,,,163.6410188341979,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,163.6304044171702,163.6410188341979,165.6234023750294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104533,001,2023-11-15_15h13.56.334,main,2023.2.3,None,2023-11-15 15h14.03.050594 -0500,
98,170,77,-100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,3,,,,,,,,,,,,,,,,,,,,,165.6305042922031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,165.62382570910268,165.6305042922031,167.6135738340672,167.6224888751749,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104533,001,2023-11-15_15h13.56.334,main,2023.2.3,None,2023-11-15 15h14.03.050594 -0500,
4,80,33,-4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,5,,,,,,,,,,,,,,,,,,,,,167.6224888751749,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,167.61400250019506,167.6224888751749,169.60665679210797,169.61467695911415,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104533,001,2023-11-15_15h13.56.334,main,2023.2.3,None,2023-11-15 15h14.03.050594 -0500,
12,260,51,-111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,2,,,,,,,,,,,,,,,,,,,,,169.61467695911415,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,169.60706666717306,169.61467695911415,171.60672475001775,171.614356999984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104533,001,2023-11-15_15h13.56.334,main,2023.2.3,None,2023-11-15 15h14.03.050594 -0500,
8,640,3,-62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,4,1,,,,,,,,,,,,,,,,,,,,,171.614356999984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,171.60709300008602,171.614356999984,173.60670050000772,173.61476866714656,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104533,001,2023-11-15_15h13.56.334,main,2023.2.3,None,2023-11-15 15h14.03.050594 -0500,
6,20,21,-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,5,5,0,,,,,,,,,,,,,,,,,,,,,173.61476866714656,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,173.60713879205287,173.61476866714656,175.60678783408366,175.61208879202604,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104533,001,2023-11-15_15h13.56.334,main,2023.2.3,None,2023-11-15 15h14.03.050594 -0500,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,175.60687966714613,175.61208879202604,175.61208879202604,177.09473625011742,space,1.4762912509031594,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104533,001,2023-11-15_15h13.56.334,main,2023.2.3,None,2023-11-15 15h14.03.050594 -0500,
"42, 88, 20","180, 60, 50","463, 515, 119","-30, -61, -122",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,5,,,,,,,,,,,,,,,,,177.10787912504748,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,177.10043808398768,177.10787912504748,177.10787912504748,178.62276012520306,right,1.5112468341831118,None,,,,,,,,,,,,,,,,,,,,,,,104533,001,2023-11-15_15h13.56.334,main,2023.2.3,None,2023-11-15 15h14.03.050594 -0500,
"222, 50, 90","280, 20, 170","583, 261, 513","-160, -50, -266",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,2,,,,,,,,,,,,,,,,,178.6317459170241,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,178.6231837500818,178.6317459170241,178.6317459170241,179.35666741710156,right,0.7174843340180814,None,,,,,,,,,,,,,,,,,,,,,,,104533,001,2023-11-15_15h13.56.334,main,2023.2.3,None,2023-11-15 15h14.03.050594 -0500,
"189, 77, 95","66, 138, 284","154, 166, 92","261, 67, 45",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,1,,,,,,,,,,,,,,,,,179.3673315839842,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,179.357306917198,179.3673315839842,179.3673315839842,180.3079242091626,right,0.9361253338865936,None,,,,,,,,,,,,,,,,,,,,,,,104533,001,2023-11-15_15h13.56.334,main,2023.2.3,None,2023-11-15 15h14.03.050594 -0500,
"221,63,111","22, 44, 509","162, 70, 118","219, 288, 39",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,0,,,,,,,,,,,,,,,,,180.31870075012557,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,180.30949479201809,180.31870075012557,180.31870075012557,182.00957704219036,left,1.6790889168623835,None,,,,,,,,,,,,,,,,,,,,,,,104533,001,2023-11-15_15h13.56.334,main,2023.2.3,None,2023-11-15 15h14.03.050594 -0500,
"400, 76, 14","120, 270, 20","25, 87, 119","-16, -40, -27",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,4,3,,,,,,,,,,,,,,,,,182.02308262512088,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,182.01015600003302,182.02308262512088,182.02308262512088,182.75651874998584,right,0.7191255420912057,None,,,,,,,,,,,,,,,,,,,,,,,104533,001,2023-11-15_15h13.56.334,main,2023.2.3,None,2023-11-15 15h14.03.050594 -0500,
"287,53,49","71, 24, 603","86, 150, 140","248, 9, 139",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,5,5,4,,,,,,,,,,,,,,,,,182.843108125031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,182.75714604207315,182.843108125031,182.843108125031,185.09292391710915,left,2.2358034171629697,None,,,,,,,,,,,,,,,,,,,,,,,104533,001,2023-11-15_15h13.56.334,main,2023.2.3,None,2023-11-15 15h14.03.050594 -0500,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,185.09343562508002,185.10639920900576,185.10639920900576,186.70992079214193,space,1.6019540838897228,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104533,001,2023-11-15_15h13.56.334,main,2023.2.3,None,2023-11-15 15h14.03.050594 -0500,
12,260,51,-111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,2,,,,,,,,,,,,,186.74029154214077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,186.71452254219912,186.74029154214077,188.7230617501773,,,,,,,,,,,,,,,,,,,,104533,001,2023-11-15_15h13.56.334,main,2023.2.3,None,2023-11-15 15h14.03.050594 -0500,
4,80,33,-4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,5,,,,,,,,,,,,,188.72967029199935,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,188.723400792107,188.72967029199935,190.7112610421609,,,,,,,,,,,,,,,,,,,,104533,001,2023-11-15_15h13.56.334,main,2023.2.3,None,2023-11-15 15h14.03.050594 -0500,
40,30,91,-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,4,,,,,,,,,,,,,190.7223839170765,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,190.7119998750277,190.7223839170765,192.70672708400525,192.71550016710535,,,,,,,,,,,,,,,,,,,104533,001,2023-11-15_15h13.56.334,main,2023.2.3,None,2023-11-15 15h14.03.050594 -0500,
98,170,77,-100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,3,,,,,,,,,,,,,192.71550016710535,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,192.70713975001127,192.71550016710535,194.69851158419624,194.7059881251771,,,,,,,,,,,,,,,,,,,104533,001,2023-11-15_15h13.56.334,main,2023.2.3,None,2023-11-15 15h14.03.050594 -0500,
8,640,3,-62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,4,1,,,,,,,,,,,,,194.7059881251771,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,194.6988056669943,194.7059881251771,196.69270945899189,196.7061439170502,,,,,,,,,,,,,,,,,,,104533,001,2023-11-15_15h13.56.334,main,2023.2.3,None,2023-11-15 15h14.03.050594 -0500,
