Even,Ten,Odd,Negative,Correct,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_4.thisRepN,trials_4.thisTrialN,trials_4.thisN,trials_4.thisIndex,trials_5.thisRepN,trials_5.thisTrialN,trials_5.thisN,trials_5.thisIndex,trials_6.thisRepN,trials_6.thisTrialN,trials_6.thisN,trials_6.thisIndex,trials_7.thisRepN,trials_7.thisTrialN,trials_7.thisN,trials_7.thisIndex,trials_8.thisRepN,trials_8.thisTrialN,trials_8.thisN,trials_8.thisIndex,trials_9.thisRepN,trials_9.thisTrialN,trials_9.thisN,trials_9.thisIndex,trials_10.thisRepN,trials_10.thisTrialN,trials_10.thisN,trials_10.thisIndex,trials_11.thisRepN,trials_11.thisTrialN,trials_11.thisN,trials_11.thisIndex,trials_12.thisRepN,trials_12.thisTrialN,trials_12.thisN,trials_12.thisIndex,trials_13.thisRepN,trials_13.thisTrialN,trials_13.thisN,trials_13.thisIndex,trials_14.thisRepN,trials_14.thisTrialN,trials_14.thisN,trials_14.thisIndex,trials_15.thisRepN,trials_15.thisTrialN,trials_15.thisN,trials_15.thisIndex,trials_16.thisRepN,trials_16.thisTrialN,trials_16.thisN,trials_16.thisIndex,thisRow.t,notes,starttrain.started,key_resp.started,text.started,starttrain.stopped,key_resp.keys,key_resp.rt,key_resp.duration,Even_Train.started,text_2.started,Even_Train.stopped,text_2.stopped,starttest.started,text_4.started,key_resp_2.started,starttest.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,Even_Test.started,text_5.started,key_resp_3.started,Even_Test.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.duration,Ten_Train.started,text_7.started,Ten_Train.stopped,Ten_Test.started,text_8.started,key_resp_4.started,Ten_Test.stopped,key_resp_4.keys,key_resp_4.rt,key_resp_4.duration,Odd_Train.started,text_3.started,text_3.stopped,Odd_Train.stopped,Odd_Test.started,text_9.started,key_resp_6.started,Odd_Test.stopped,key_resp_6.keys,key_resp_6.rt,key_resp_6.duration,Negative_Train.started,text_10.started,Negative_Train.stopped,text_10.stopped,Negative_Test.started,text_11.started,key_resp_7.started,Negative_Test.stopped,key_resp_7.keys,key_resp_7.rt,key_resp_7.duration,Even2.started,text_12.started,Even2.stopped,even2test.started,text_13.started,key_resp_8.started,even2test.stopped,key_resp_8.keys,key_resp_8.rt,key_resp_8.duration,ten2.started,text_14.started,text_14.stopped,ten2.stopped,ten2test.started,text_15.started,key_resp_9.started,ten2test.stopped,key_resp_9.keys,key_resp_9.rt,key_resp_9.duration,odd2.started,text_16.started,odd2.stopped,text_16.stopped,odd2test.started,text_17.started,key_resp_10.started,odd2test.stopped,key_resp_10.keys,key_resp_10.rt,key_resp_10.duration,neg2.started,text_18.started,neg2.stopped,neg2test.started,text_19.started,key_resp_11.started,neg2test.stopped,key_resp_11.keys,key_resp_11.rt,key_resp_11.duration,participant,session,date,expName,psychopyVersion,frameRate,expStart,
32,20,7,-44,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.9635387500748,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.95034566591494,80.9635387500748,82.93502849992365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,577393,001,2023-11-13_15h11.03.761,main,2023.2.3,None,2023-11-13 15h11.12.157475 -0500,
12,60,39,-845,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.9468878749758,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.93533229106106,82.9468878749758,84.93043712503277,84.93694545794278,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,577393,001,2023-11-13_15h11.03.761,main,2023.2.3,None,2023-11-13 15h11.12.157475 -0500,
136,220,55,-59,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.93694545794278,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.9307362078689,84.93694545794278,86.93073983304203,86.93703316594474,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,577393,001,2023-11-13_15h11.03.761,main,2023.2.3,None,2023-11-13 15h11.12.157475 -0500,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.93089245795272,86.93703316594474,86.93703316594474,91.16640395787545,space,4.223269457928836,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,577393,001,2023-11-13_15h11.03.761,main,2023.2.3,None,2023-11-13 15h11.12.157475 -0500,
"41, 187, 53","272,295,67","6, 168, 34","64, 21, 165",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.17962087504566,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.17106687487103,91.17962087504566,91.17962087504566,97.1664632500615,left,5.980178874917328,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,577393,001,2023-11-13_15h11.03.761,main,2023.2.3,None,2023-11-13 15h11.12.157475 -0500,
"122, 40, 18","270, 290, 60","465, 323, 97","-84, -100, -244",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.18008320801891,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.16741483286023,97.18008320801891,97.18008320801891,98.01377862505615,right,0.8244229999836534,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,577393,001,2023-11-13_15h11.03.761,main,2023.2.3,None,2023-11-13 15h11.12.157475 -0500,
"91, 299, 31","282, 401, 66","134, 72, 188","136, 169, 0",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.02359708305448,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.0142862079665,98.02359708305448,98.02359708305448,98.73037804104388,left,0.6916162511333823,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,577393,001,2023-11-13_15h11.03.761,main,2023.2.3,None,2023-11-13 15h11.12.157475 -0500,
"313, 9, 33","21, 204, 155","2, 142, 48","264, 198, 211",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.74243666604161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.73125804099254,98.74243666604161,98.74243666604161,99.44718533288687,left,0.6973197918850929,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,577393,001,2023-11-13_15h11.03.761,main,2023.2.3,None,2023-11-13 15h11.12.157475 -0500,
"112, 216, 128","800, 900, 550","253, 173, 257","-65, -51, -27",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.4588472910691,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.44789029099047,99.4588472910691,99.4588472910691,100.50256733293645,right,1.040977458935231,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,577393,001,2023-11-13_15h11.03.761,main,2023.2.3,None,2023-11-13 15h11.12.157475 -0500,
"10, 70, 56","20, 200, 160","97, 93, 3","-174, -9, -92",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,5,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.51280170795508,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.50315200001933,100.51280170795508,100.51280170795508,101.04756937501952,right,0.5256195010151714,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,577393,001,2023-11-13_15h11.03.761,main,2023.2.3,None,2023-11-13 15h11.12.157475 -0500,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.04866220802069,101.05583795788698,101.05583795788698,103.78468958288431,space,2.718292749952525,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,577393,001,2023-11-13_15h11.03.761,main,2023.2.3,None,2023-11-13 15h11.12.157475 -0500,
4,80,33,-4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103.80159124988131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103.79264004086144,103.80159124988131,105.79686966608278,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,577393,001,2023-11-13_15h11.03.761,main,2023.2.3,None,2023-11-13 15h11.12.157475 -0500,
8,640,3,-62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105.80364629090764,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105.79717991594225,105.80364629090764,107.79690633295104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,577393,001,2023-11-13_15h11.03.761,main,2023.2.3,None,2023-11-13 15h11.12.157475 -0500,
6,20,21,-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107.80376866599545,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107.79720429098234,107.80376866599545,109.80014391592704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,577393,001,2023-11-13_15h11.03.761,main,2023.2.3,None,2023-11-13 15h11.12.157475 -0500,
12,260,51,-111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109.81346829095855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109.80099199991673,109.81346829095855,111.7995000409428,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,577393,001,2023-11-13_15h11.03.761,main,2023.2.3,None,2023-11-13 15h11.12.157475 -0500,
40,30,91,-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111.81346899992786,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111.80040637496859,111.81346899992786,113.79979470791295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,577393,001,2023-11-13_15h11.03.761,main,2023.2.3,None,2023-11-13 15h11.12.157475 -0500,
98,170,77,-100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,5,5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113.81342083308846,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113.80073508294299,113.81342083308846,115.79687370802276,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,577393,001,2023-11-13_15h11.03.761,main,2023.2.3,None,2023-11-13 15h11.12.157475 -0500,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115.79695545788854,115.80039541586302,115.80039541586302,119.04698175005615,space,3.2456489170435816,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,577393,001,2023-11-13_15h11.03.761,main,2023.2.3,None,2023-11-13 15h11.12.157475 -0500,
"42, 88, 20","180, 60, 50","463, 515, 119","-30, -61, -122",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,5,,,,,,,,,,,,,,,,,,,,,,,,,119.06616070796736,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119.05471899989061,119.06616070796736,119.06616070796736,123.4991278750822,right,4.421471792040393,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,577393,001,2023-11-13_15h11.03.761,main,2023.2.3,None,2023-11-13 15h11.12.157475 -0500,
"400, 76, 14","120, 270, 20","25, 87, 119","-16, -40, -27",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,3,,,,,,,,,,,,,,,,,,,,,,,,,123.51340441592038,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,123.49963400000706,123.51340441592038,123.51340441592038,124.48197712493129,right,0.9579673330299556,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,577393,001,2023-11-13_15h11.03.761,main,2023.2.3,None,2023-11-13 15h11.12.157475 -0500,
"189, 77, 95","66, 138, 284","154, 166, 92","261, 67, 45",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,124.49673570808955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,124.48268262506463,124.49673570808955,124.49673570808955,125.7666545000393,left,1.2673594169318676,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,577393,001,2023-11-13_15h11.03.761,main,2023.2.3,None,2023-11-13 15h11.12.157475 -0500,
"221,63,111","22, 44, 509","162, 70, 118","219, 288, 39",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,0,,,,,,,,,,,,,,,,,,,,,,,,,125.77930175000802,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125.76734358305112,125.77930175000802,125.77930175000802,126.60112316603772,left,0.8118536667898297,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,577393,001,2023-11-13_15h11.03.761,main,2023.2.3,None,2023-11-13 15h11.12.157475 -0500,
"287,53,49","71, 24, 603","86, 150, 140","248, 9, 139",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,126.61265700007789,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,126.60184716596268,126.61265700007789,126.61265700007789,127.56370941596106,left,0.9379791668616235,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,577393,001,2023-11-13_15h11.03.761,main,2023.2.3,None,2023-11-13 15h11.12.157475 -0500,
"222, 50, 90","280, 20, 170","583, 261, 513","-160, -50, -266",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,5,5,2,,,,,,,,,,,,,,,,,,,,,,,,,127.5755346249789,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,127.56441504089162,127.5755346249789,127.5755346249789,128.9342876248993,right,1.350718041881919,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,577393,001,2023-11-13_15h11.03.761,main,2023.2.3,None,2023-11-13 15h11.12.157475 -0500,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,128.93452470796183,128.9465709158685,128.9465709158685,131.23451587487943,space,2.285780292004347,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,577393,001,2023-11-13_15h11.03.761,main,2023.2.3,None,2023-11-13 15h11.12.157475 -0500,
6,20,21,-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,131.2508176250849,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,131.24134508287534,131.2508176250849,133.24661912489682,133.23362358286977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,577393,001,2023-11-13_15h11.03.761,main,2023.2.3,None,2023-11-13 15h11.12.157475 -0500,
8,640,3,-62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,133.24661912489682,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,133.2338984159287,133.24661912489682,135.2383211250417,135.23016179096885,,,,,,,,,,,,,,,,,,,,,,,,,,,,,577393,001,2023-11-13_15h11.03.761,main,2023.2.3,None,2023-11-13 15h11.12.157475 -0500,
98,170,77,-100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,3,,,,,,,,,,,,,,,,,,,,,135.2383211250417,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,135.23058225004934,135.2383211250417,137.24671808304265,137.23302304092795,,,,,,,,,,,,,,,,,,,,,,,,,,,,,577393,001,2023-11-13_15h11.03.761,main,2023.2.3,None,2023-11-13 15h11.12.157475 -0500,
40,30,91,-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,4,,,,,,,,,,,,,,,,,,,,,137.24671808304265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,137.23380133300088,137.24671808304265,139.24663554108702,139.23297533299774,,,,,,,,,,,,,,,,,,,,,,,,,,,,,577393,001,2023-11-13_15h11.03.761,main,2023.2.3,None,2023-11-13 15h11.12.157475 -0500,
4,80,33,-4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,4,5,,,,,,,,,,,,,,,,,,,,,139.24663554108702,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,139.2333805828821,139.24663554108702,141.23826279095374,141.23032233305275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,577393,001,2023-11-13_15h11.03.761,main,2023.2.3,None,2023-11-13 15h11.12.157475 -0500,
12,260,51,-111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,5,5,2,,,,,,,,,,,,,,,,,,,,,141.23826279095374,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,141.2306717080064,141.23826279095374,143.24894733307883,143.23260425007902,,,,,,,,,,,,,,,,,,,,,,,,,,,,,577393,001,2023-11-13_15h11.03.761,main,2023.2.3,None,2023-11-13 15h11.12.157475 -0500,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,143.23267733305693,143.24894733307883,143.24894733307883,147.19764383300208,space,3.9376942510716617,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,577393,001,2023-11-13_15h11.03.761,main,2023.2.3,None,2023-11-13 15h11.12.157475 -0500,
"222, 50, 90","280, 20, 170","583, 261, 513","-160, -50, -266",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,2,,,,,,,,,,,,,,,,,147.22028220794164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,147.20937891607173,147.22028220794164,147.22028220794164,148.78335704095662,right,1.548615959007293,None,,,,,,,,,,,,,,,,,,,,,,577393,001,2023-11-13_15h11.03.761,main,2023.2.3,None,2023-11-13 15h11.12.157475 -0500,
"189, 77, 95","66, 138, 284","154, 166, 92","261, 67, 45",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,148.7966060829349,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,148.7839347079862,148.7966060829349,148.7966060829349,149.61348804086447,left,0.8028026260435581,None,,,,,,,,,,,,,,,,,,,,,,577393,001,2023-11-13_15h11.03.761,main,2023.2.3,None,2023-11-13 15h11.12.157475 -0500,
"400, 76, 14","120, 270, 20","25, 87, 119","-16, -40, -27",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,3,,,,,,,,,,,,,,,,,149.62281762505881,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,149.61400666600093,149.62281762505881,149.62281762505881,150.36784762493335,right,0.733550249831751,None,,,,,,,,,,,,,,,,,,,,,,577393,001,2023-11-13_15h11.03.761,main,2023.2.3,None,2023-11-13 15h11.12.157475 -0500,
"287,53,49","71, 24, 603","86, 150, 140","248, 9, 139",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,4,,,,,,,,,,,,,,,,,150.37944045802578,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150.3686023328919,150.37944045802578,150.37944045802578,151.21738662500866,left,0.8328489169944078,None,,,,,,,,,,,,,,,,,,,,,,577393,001,2023-11-13_15h11.03.761,main,2023.2.3,None,2023-11-13 15h11.12.157475 -0500,
"221,63,111","22, 44, 509","162, 70, 118","219, 288, 39",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,4,0,,,,,,,,,,,,,,,,,151.22947658295743,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,151.2177652909886,151.22947658295743,151.22947658295743,152.0834255409427,left,0.8514820421114564,None,,,,,,,,,,,,,,,,,,,,,,577393,001,2023-11-13_15h11.03.761,main,2023.2.3,None,2023-11-13 15h11.12.157475 -0500,
"42, 88, 20","180, 60, 50","463, 515, 119","-30, -61, -122",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,5,5,5,,,,,,,,,,,,,,,,,152.1696132910438,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,152.0841196659021,152.1696132910438,152.1696132910438,152.89926358289085,right,0.7160378340631723,None,,,,,,,,,,,,,,,,,,,,,,577393,001,2023-11-13_15h11.03.761,main,2023.2.3,None,2023-11-13 15h11.12.157475 -0500,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,152.8997434999328,152.91321616596542,152.91321616596542,154.6968809159007,space,1.777834374923259,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,577393,001,2023-11-13_15h11.03.761,main,2023.2.3,None,2023-11-13 15h11.12.157475 -0500,
4,80,33,-4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,5,,,,,,,,,,,,,154.7130420829635,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,154.70238820789382,154.7130420829635,156.69915654091164,,,,,,,,,,,,,,,,,,,577393,001,2023-11-13_15h11.03.761,main,2023.2.3,None,2023-11-13 15h11.12.157475 -0500,
12,260,51,-111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,2,,,,,,,,,,,,,156.7132824580185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,156.69945520791225,156.7132824580185,158.69671795796603,158.70450387499295,,,,,,,,,,,,,,,,,,577393,001,2023-11-13_15h11.03.761,main,2023.2.3,None,2023-11-13 15h11.12.157475 -0500,
98,170,77,-100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,3,,,,,,,,,,,,,158.70450387499295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,158.69711241591722,158.70450387499295,160.69780904101208,,,,,,,,,,,,,,,,,,,577393,001,2023-11-13_15h11.03.761,main,2023.2.3,None,2023-11-13 15h11.12.157475 -0500,
6,20,21,-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,0,,,,,,,,,,,,,160.70481208292767,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,160.69815966603346,160.70481208292767,162.69914266606793,,,,,,,,,,,,,,,,,,,577393,001,2023-11-13_15h11.03.761,main,2023.2.3,None,2023-11-13 15h11.12.157475 -0500,
40,30,91,-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,4,4,,,,,,,,,,,,,162.71326833288185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,162.69987499993294,162.71326833288185,164.6964296658989,164.70266704098321,,,,,,,,,,,,,,,,,,577393,001,2023-11-13_15h11.03.761,main,2023.2.3,None,2023-11-13 15h11.12.157475 -0500,
