Even,Ten,Odd,Negative,Correct,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_4.thisRepN,trials_4.thisTrialN,trials_4.thisN,trials_4.thisIndex,trials_5.thisRepN,trials_5.thisTrialN,trials_5.thisN,trials_5.thisIndex,trials_6.thisRepN,trials_6.thisTrialN,trials_6.thisN,trials_6.thisIndex,trials_7.thisRepN,trials_7.thisTrialN,trials_7.thisN,trials_7.thisIndex,trials_8.thisRepN,trials_8.thisTrialN,trials_8.thisN,trials_8.thisIndex,trials_9.thisRepN,trials_9.thisTrialN,trials_9.thisN,trials_9.thisIndex,trials_10.thisRepN,trials_10.thisTrialN,trials_10.thisN,trials_10.thisIndex,trials_11.thisRepN,trials_11.thisTrialN,trials_11.thisN,trials_11.thisIndex,trials_12.thisRepN,trials_12.thisTrialN,trials_12.thisN,trials_12.thisIndex,trials_13.thisRepN,trials_13.thisTrialN,trials_13.thisN,trials_13.thisIndex,trials_14.thisRepN,trials_14.thisTrialN,trials_14.thisN,trials_14.thisIndex,trials_15.thisRepN,trials_15.thisTrialN,trials_15.thisN,trials_15.thisIndex,trials_16.thisRepN,trials_16.thisTrialN,trials_16.thisN,trials_16.thisIndex,thisRow.t,notes,starttrain.started,key_resp.started,text.started,starttrain.stopped,key_resp.keys,key_resp.rt,key_resp.duration,Even_Train.started,text_2.started,Even_Train.stopped,starttest.started,text_4.started,key_resp_2.started,starttest.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,Even_Test.started,text_5.started,key_resp_3.started,Even_Test.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.duration,Ten_Train.started,text_7.started,text_7.stopped,Ten_Train.stopped,Ten_Test.started,text_8.started,key_resp_4.started,Ten_Test.stopped,key_resp_4.keys,key_resp_4.rt,key_resp_4.duration,Odd_Train.started,text_3.started,Odd_Train.stopped,text_3.stopped,Odd_Test.started,text_9.started,key_resp_6.started,Odd_Test.stopped,key_resp_6.keys,key_resp_6.rt,key_resp_6.duration,Negative_Train.started,text_10.started,Negative_Train.stopped,text_10.stopped,Negative_Test.started,text_11.started,key_resp_7.started,Negative_Test.stopped,key_resp_7.keys,key_resp_7.rt,key_resp_7.duration,Even2.started,text_12.started,Even2.stopped,even2test.started,text_13.started,key_resp_8.started,even2test.stopped,key_resp_8.keys,key_resp_8.rt,key_resp_8.duration,ten2.started,text_14.started,text_14.stopped,ten2.stopped,ten2test.started,text_15.started,key_resp_9.started,ten2test.stopped,key_resp_9.keys,key_resp_9.rt,key_resp_9.duration,odd2.started,text_16.started,text_16.stopped,odd2.stopped,odd2test.started,text_17.started,key_resp_10.started,odd2test.stopped,key_resp_10.keys,key_resp_10.rt,key_resp_10.duration,neg2.started,text_18.started,neg2.stopped,text_18.stopped,neg2test.started,text_19.started,key_resp_11.started,neg2test.stopped,key_resp_11.keys,key_resp_11.rt,key_resp_11.duration,participant,session,date,expName,psychopyVersion,frameRate,expStart,
136,220,55,-59,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,144.54607154102996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,144.53237979090773,144.54607154102996,146.52960729086772,146.5380750829354,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,329036,001,2023-11-13_15h17.29.078,main,2023.2.3,None,2023-11-13 15h17.35.353110 -0500,
2,40,95,-39,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,146.5380750829354,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,146.530017624842,146.5380750829354,148.5293672499247,148.53653779090382,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,329036,001,2023-11-13_15h17.29.078,main,2023.2.3,None,2023-11-13 15h17.35.353110 -0500,
32,20,7,-44,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,148.53653779090382,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,148.52971037500538,148.53653779090382,150.53291520802304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,329036,001,2023-11-13_15h17.29.078,main,2023.2.3,None,2023-11-13 15h17.35.353110 -0500,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150.53309979103506,150.54602649994195,150.54602649994195,153.66308754100464,space,3.104370624991134,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,329036,001,2023-11-13_15h17.29.078,main,2023.2.3,None,2023-11-13 15h17.35.353110 -0500,
"10, 70, 56","20, 200, 160","97, 93, 3","-174, -9, -92",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,153.68333554104902,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,153.67212500004098,153.68333554104902,153.68333554104902,156.816566583002,left,3.132018208038062,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,329036,001,2023-11-13_15h17.29.078,main,2023.2.3,None,2023-11-13 15h17.35.353110 -0500,
"313, 9, 33","21, 204, 155","2, 142, 48","264, 198, 211",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,156.82855325005949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,156.81739533296786,156.82855325005949,156.82855325005949,160.41579495789483,left,3.5714860009029508,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,329036,001,2023-11-13_15h17.29.078,main,2023.2.3,None,2023-11-13 15h17.35.353110 -0500,
"122, 40, 18","270, 290, 60","465, 323, 97","-84, -100, -244",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,160.4293990000151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,160.4162606250029,160.4293990000151,160.4293990000151,162.03299924987368,right,1.593709042062983,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,329036,001,2023-11-13_15h17.29.078,main,2023.2.3,None,2023-11-13 15h17.35.353110 -0500,
"91, 299, 31","282, 401, 66","134, 72, 188","136, 169, 0",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,162.04549799999222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,162.03419112507254,162.04549799999222,162.04549799999222,163.39641362498514,left,1.3409807090647519,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,329036,001,2023-11-13_15h17.29.078,main,2023.2.3,None,2023-11-13 15h17.35.353110 -0500,
"112, 216, 128","800, 900, 550","253, 173, 257","-65, -51, -27",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,163.40795087488368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,163.39718933287077,163.40795087488368,163.40795087488368,165.01670816587284,right,1.6015878340695053,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,329036,001,2023-11-13_15h17.29.078,main,2023.2.3,None,2023-11-13 15h17.35.353110 -0500,
"41, 187, 53","272,295,67","6, 168, 34","64, 21, 165",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,5,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,165.02925450005569,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,165.0176632499788,165.02925450005569,165.02925450005569,165.88191879098304,left,0.8409661250188947,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,329036,001,2023-11-13_15h17.29.078,main,2023.2.3,None,2023-11-13 15h17.35.353110 -0500,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,165.88240320794284,165.89602070790716,165.89602070790716,167.41722066607326,space,1.5179712499957532,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,329036,001,2023-11-13_15h17.29.078,main,2023.2.3,None,2023-11-13 15h17.35.353110 -0500,
8,640,3,-62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,167.43380154087208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,167.4243864158634,167.43380154087208,169.42949487501755,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,329036,001,2023-11-13_15h17.29.078,main,2023.2.3,None,2023-11-13 15h17.35.353110 -0500,
12,260,51,-111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,169.43688279087655,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,169.42986804107204,169.43688279087655,171.42974175000563,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,329036,001,2023-11-13_15h17.29.078,main,2023.2.3,None,2023-11-13 15h17.35.353110 -0500,
40,30,91,-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,171.4401365830563,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,171.43067133286968,171.4401365830563,173.43195299990475,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,329036,001,2023-11-13_15h17.29.078,main,2023.2.3,None,2023-11-13 15h17.35.353110 -0500,
6,20,21,-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,173.44585891603492,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,173.43268133304082,173.44585891603492,175.42942741606385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,329036,001,2023-11-13_15h17.29.078,main,2023.2.3,None,2023-11-13 15h17.35.353110 -0500,
4,80,33,-4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,4,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,175.43589375005104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,175.42973754089326,175.43589375005104,177.42927954089828,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,329036,001,2023-11-13_15h17.29.078,main,2023.2.3,None,2023-11-13 15h17.35.353110 -0500,
98,170,77,-100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,5,5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,177.43609645799734,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,177.4296445408836,177.43609645799734,179.43146604089998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,329036,001,2023-11-13_15h17.29.078,main,2023.2.3,None,2023-11-13 15h17.35.353110 -0500,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,179.43155379104428,179.44613645784557,179.44613645784557,181.06292033288628,space,1.6079510420095176,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,329036,001,2023-11-13_15h17.29.078,main,2023.2.3,None,2023-11-13 15h17.35.353110 -0500,
"287,53,49","71, 24, 603","86, 150, 140","248, 9, 139",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,4,,,,,,,,,,,,,,,,,,,,,,,,,181.08312933286652,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,181.07174337492324,181.08312933286652,181.08312933286652,183.86295637488365,left,2.767049334011972,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,329036,001,2023-11-13_15h17.29.078,main,2023.2.3,None,2023-11-13 15h17.35.353110 -0500,
"42, 88, 20","180, 60, 50","463, 515, 119","-30, -61, -122",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,5,,,,,,,,,,,,,,,,,,,,,,,,,183.87544199987315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,183.86397216585465,183.87544199987315,183.87544199987315,187.62958508287556,right,3.750295916805044,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,329036,001,2023-11-13_15h17.29.078,main,2023.2.3,None,2023-11-13 15h17.35.353110 -0500,
"221,63,111","22, 44, 509","162, 70, 118","219, 288, 39",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,0,,,,,,,,,,,,,,,,,,,,,,,,,187.63965658284724,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,187.63018895802088,187.63965658284724,187.63965658284724,190.19599345792085,left,2.5538460838142782,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,329036,001,2023-11-13_15h17.29.078,main,2023.2.3,None,2023-11-13 15h17.35.353110 -0500,
"189, 77, 95","66, 138, 284","154, 166, 92","261, 67, 45",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,1,,,,,,,,,,,,,,,,,,,,,,,,,190.2051294578705,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,190.19658766593784,190.2051294578705,190.2051294578705,191.7164002910722,left,1.5098570010159165,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,329036,001,2023-11-13_15h17.29.078,main,2023.2.3,None,2023-11-13 15h17.35.353110 -0500,
"222, 50, 90","280, 20, 170","583, 261, 513","-160, -50, -266",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,4,2,,,,,,,,,,,,,,,,,,,,,,,,,191.72920362488367,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,191.71725920797326,191.72920362488367,191.72920362488367,193.49924754095264,right,1.766728333896026,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,329036,001,2023-11-13_15h17.29.078,main,2023.2.3,None,2023-11-13 15h17.35.353110 -0500,
"400, 76, 14","120, 270, 20","25, 87, 119","-16, -40, -27",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,5,5,3,,,,,,,,,,,,,,,,,,,,,,,,,193.51197316590697,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,193.49975766590796,193.51197316590697,193.51197316590697,195.46655000001192,right,1.9481518340762705,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,329036,001,2023-11-13_15h17.29.078,main,2023.2.3,None,2023-11-13 15h17.35.353110 -0500,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,195.46700162487105,195.47918741591275,195.47918741591275,197.38381287502125,space,1.9018135010264814,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,329036,001,2023-11-13_15h17.29.078,main,2023.2.3,None,2023-11-13 15h17.35.353110 -0500,
98,170,77,-100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,3,,,,,,,,,,,,,,,,,,,,,197.39984858292155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,197.38950691604987,197.39984858292155,199.39577000006102,199.38238624995574,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,329036,001,2023-11-13_15h17.29.078,main,2023.2.3,None,2023-11-13 15h17.35.353110 -0500,
6,20,21,-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,0,,,,,,,,,,,,,,,,,,,,,199.39577000006102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,199.38280562497675,199.39577000006102,201.39585662493482,201.38135566585697,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,329036,001,2023-11-13_15h17.29.078,main,2023.2.3,None,2023-11-13 15h17.35.353110 -0500,
40,30,91,-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,4,,,,,,,,,,,,,,,,,,,,,201.39585662493482,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,201.38176324986853,201.39585662493482,203.38786304090172,203.37932762503624,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,329036,001,2023-11-13_15h17.29.078,main,2023.2.3,None,2023-11-13 15h17.35.353110 -0500,
8,640,3,-62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,1,,,,,,,,,,,,,,,,,,,,,203.38786304090172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,203.3797709159553,203.38786304090172,205.386271083029,205.37927062506787,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,329036,001,2023-11-13_15h17.29.078,main,2023.2.3,None,2023-11-13 15h17.35.353110 -0500,
4,80,33,-4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,4,5,,,,,,,,,,,,,,,,,,,,,205.386271083029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,205.3796127908863,205.386271083029,207.39578304090537,207.38197779096663,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,329036,001,2023-11-13_15h17.29.078,main,2023.2.3,None,2023-11-13 15h17.35.353110 -0500,
12,260,51,-111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,5,5,2,,,,,,,,,,,,,,,,,,,,,207.39578304090537,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,207.382238375023,207.39578304090537,209.39748941594735,209.38136283284985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,329036,001,2023-11-13_15h17.29.078,main,2023.2.3,None,2023-11-13 15h17.35.353110 -0500,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,209.38145520794205,209.39748941594735,209.39748941594735,212.99617150006816,space,3.586122459033504,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,329036,001,2023-11-13_15h17.29.078,main,2023.2.3,None,2023-11-13 15h17.35.353110 -0500,
"221,63,111","22, 44, 509","162, 70, 118","219, 288, 39",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,213.016448790906,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,213.00443924986757,213.016448790906,213.016448790906,214.49799116584472,left,1.4802237921394408,None,,,,,,,,,,,,,,,,,,,,,,,329036,001,2023-11-13_15h17.29.078,main,2023.2.3,None,2023-11-13 15h17.35.353110 -0500,
"222, 50, 90","280, 20, 170","583, 261, 513","-160, -50, -266",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,2,,,,,,,,,,,,,,,,,214.51175487507135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,214.4983891658485,214.51175487507135,214.51175487507135,215.43380195787176,right,0.9172833748161793,None,,,,,,,,,,,,,,,,,,,,,,,329036,001,2023-11-13_15h17.29.078,main,2023.2.3,None,2023-11-13 15h17.35.353110 -0500,
"400, 76, 14","120, 270, 20","25, 87, 119","-16, -40, -27",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,3,,,,,,,,,,,,,,,,,215.4457062499132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,215.43428870802745,215.4457062499132,215.4457062499132,216.2291869998444,right,0.7829459588974714,None,,,,,,,,,,,,,,,,,,,,,,,329036,001,2023-11-13_15h17.29.078,main,2023.2.3,None,2023-11-13 15h17.35.353110 -0500,
"42, 88, 20","180, 60, 50","463, 515, 119","-30, -61, -122",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,5,,,,,,,,,,,,,,,,,216.23841295787133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,216.22970641590655,216.23841295787133,216.23841295787133,216.86669087503105,right,0.6229370420332998,None,,,,,,,,,,,,,,,,,,,,,,,329036,001,2023-11-13_15h17.29.078,main,2023.2.3,None,2023-11-13 15h17.35.353110 -0500,
"287,53,49","71, 24, 603","86, 150, 140","248, 9, 139",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,4,4,,,,,,,,,,,,,,,,,216.94966337503865,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,216.86716116592288,216.94966337503865,216.94966337503865,218.04869137494825,left,1.0870487089268863,None,,,,,,,,,,,,,,,,,,,,,,,329036,001,2023-11-13_15h17.29.078,main,2023.2.3,None,2023-11-13 15h17.35.353110 -0500,
"189, 77, 95","66, 138, 284","154, 166, 92","261, 67, 45",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,5,5,1,,,,,,,,,,,,,,,,,218.06239395798184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,218.0497829578817,218.06239395798184,218.06239395798184,219.42939004092477,left,1.3581533760298043,None,,,,,,,,,,,,,,,,,,,,,,,329036,001,2023-11-13_15h17.29.078,main,2023.2.3,None,2023-11-13 15h17.35.353110 -0500,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,219.4298027078621,219.4356690410059,219.4356690410059,223.44909704104066,space,4.007075500907376,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,329036,001,2023-11-13_15h17.29.078,main,2023.2.3,None,2023-11-13 15h17.35.353110 -0500,
6,20,21,-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,223.4645596249029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,223.45379954087548,223.4645596249029,225.46228229091503,225.44918116601184,,,,,,,,,,,,,,,,,,,329036,001,2023-11-13_15h17.29.078,main,2023.2.3,None,2023-11-13 15h17.35.353110 -0500,
98,170,77,-100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,3,,,,,,,,,,,,,225.46228229091503,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,225.4495377498679,225.46228229091503,227.45390729093924,227.44582654093392,,,,,,,,,,,,,,,,,,,329036,001,2023-11-13_15h17.29.078,main,2023.2.3,None,2023-11-13 15h17.35.353110 -0500,
8,640,3,-62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,1,,,,,,,,,,,,,227.45390729093924,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,227.44625483290292,227.45390729093924,229.46245729085058,229.44852695800364,,,,,,,,,,,,,,,,,,,329036,001,2023-11-13_15h17.29.078,main,2023.2.3,None,2023-11-13 15h17.35.353110 -0500,
12,260,51,-111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,2,,,,,,,,,,,,,229.46245729085058,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,229.4488448749762,229.46245729085058,231.45635770796798,231.44611274986528,,,,,,,,,,,,,,,,,,,329036,001,2023-11-13_15h17.29.078,main,2023.2.3,None,2023-11-13 15h17.35.353110 -0500,
4,80,33,-4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,4,5,,,,,,,,,,,,,231.45635770796798,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,231.4469471250195,231.45635770796798,233.46232804097235,233.44823079090565,,,,,,,,,,,,,,,,,,,329036,001,2023-11-13_15h17.29.078,main,2023.2.3,None,2023-11-13 15h17.35.353110 -0500,
